time,an_x,an_y,an_z,wn_x,wn_y,wn_z,esti_x,esti_y,esti_z,esti_a,esti_b,esti_c
15.240055,0.002659,0.025128,-0.000195,0.116627,-0.044648,0.008021,-0.295781,0.189779,0.340218,-0.006437,-0.066799,-0.044764
15.246055,0.002614,0.025008,-0.000194,0.116162,-0.044444,0.008021,-0.296073,0.189920,0.340554,-0.005740,-0.067066,-0.044716
15.251055,0.002576,0.024909,-0.000194,0.115605,-0.044256,0.008021,-0.296315,0.190039,0.340834,-0.005162,-0.067287,-0.044676
15.256055,0.002538,0.024811,-0.000194,0.115143,-0.044079,0.008020,-0.296558,0.190159,0.341114,-0.004586,-0.067507,-0.044636
15.261055,-0.010028,0.009862,-0.007992,-0.015730,0.014947,0.007949,-0.296801,0.190279,0.341393,-0.004665,-0.067433,-0.044596
15.266055,-0.010015,0.009875,-0.007992,-0.015667,0.014887,0.007949,-0.297044,0.190399,0.341673,-0.004743,-0.067358,-0.044556
15.271055,-0.010003,0.009888,-0.007992,-0.015604,0.014828,0.007949,-0.297287,0.190519,0.341952,-0.004821,-0.067284,-0.044517
15.276055,-0.009990,0.009902,-0.007992,-0.015541,0.014769,0.007949,-0.297530,0.190640,0.342232,-0.004899,-0.067210,-0.044477
15.281055,0.002512,-0.013952,0.007596,-0.127415,-0.043899,0.007949,-0.297774,0.190760,0.342511,-0.005536,-0.067430,-0.044437
15.286056,0.002474,-0.013843,0.007596,-0.126906,-0.043724,0.007949,-0.298017,0.190880,0.342790,-0.006171,-0.067648,-0.044397
15.292055,0.002430,-0.013713,0.007596,-0.126349,-0.043523,0.007950,-0.298309,0.191024,0.343126,-0.006929,-0.067910,-0.044350
15.297055,0.000020,0.027503,0.023160,0.127464,-0.032267,0.008021,-0.298553,0.191144,0.343406,-0.006291,-0.068071,-0.044310
15.302055,-0.000008,0.027394,0.023160,0.126955,-0.032138,0.008021,-0.298796,0.191265,0.343686,-0.005657,-0.068232,-0.044269
15.308055,-0.000041,0.027263,0.023159,0.126449,-0.031984,0.008020,-0.299088,0.191411,0.344024,-0.004898,-0.068423,-0.044221
15.313055,-0.000068,0.027155,0.023160,0.125842,-0.031856,0.008020,-0.299332,0.191533,0.344306,-0.004269,-0.068583,-0.044181
15.319055,-0.011955,-0.001574,0.002188,-0.008568,0.084726,0.008016,-0.299624,0.191680,0.344644,-0.004320,-0.068074,-0.044133
15.324055,-0.011883,-0.001566,0.002188,-0.008528,0.084342,0.008016,-0.299868,0.191802,0.344927,-0.004363,-0.067653,-0.044093
15.329055,-0.011811,-0.001559,0.002188,-0.008494,0.084005,0.008016,-0.300112,0.191925,0.345209,-0.004405,-0.067233,-0.044053
15.334055,-0.011739,-0.001552,0.002188,-0.008460,0.083670,0.008016,-0.300357,0.192047,0.345491,-0.004448,-0.066814,-0.044013
15.339055,0.003769,-0.006924,0.014782,-0.033657,-0.049827,0.008020,-0.300601,0.192169,0.345774,-0.004616,-0.067063,-0.043973
15.344055,0.003727,-0.006895,0.014782,-0.033522,-0.049628,0.008020,-0.300846,0.192291,0.346057,-0.004783,-0.067312,-0.043933
15.349055,0.003685,-0.006866,0.014783,-0.033388,-0.049429,0.008021,-0.301090,0.192413,0.346340,-0.004950,-0.067559,-0.043893
15.353055,-0.008270,-0.000907,0.002790,0.055309,0.006526,0.008092,-0.301286,0.192511,0.346567,-0.004729,-0.067533,-0.043860
15.358055,-0.008264,-0.000955,0.002790,0.055084,0.006532,0.008092,-0.301530,0.192633,0.346851,-0.004454,-0.067500,-0.043820
15.363055,-0.008258,-0.001002,0.002790,0.054864,0.006506,0.008092,-0.301775,0.192754,0.347134,-0.004179,-0.067467,-0.043779
15.368055,-0.008253,-0.001048,0.002790,0.054644,0.006480,0.008091,-0.302020,0.192876,0.347418,-0.003906,-0.067435,-0.043739
15.374055,-0.017727,-0.000439,0.009367,-0.003240,0.111755,0.008016,-0.302315,0.193022,0.347759,-0.003926,-0.066764,-0.043691
15.380054,-0.017613,-0.000435,0.009367,-0.003225,0.111219,0.008016,-0.302610,0.193168,0.348100,-0.003945,-0.066097,-0.043643
15.385055,-0.017518,-0.000432,0.009370,-0.003210,0.110709,0.008016,-0.302856,0.193290,0.348384,-0.003961,-0.065544,-0.043603
15.390055,-0.017423,-0.000430,0.009369,-0.003198,0.110266,0.008016,-0.303103,0.193412,0.348669,-0.003977,-0.064992,-0.043562
15.395055,0.008927,0.014465,0.009398,0.066598,-0.013210,0.008016,-0.303350,0.193534,0.348954,-0.003644,-0.065058,-0.043522
15.400055,0.008916,0.014408,0.009398,0.066332,-0.013158,0.008016,-0.303597,0.193656,0.349239,-0.003312,-0.065124,-0.043482
15.405055,0.008904,0.014351,0.009398,0.066067,-0.013105,0.008016,-0.303843,0.193778,0.349524,-0.002982,-0.065190,-0.043442
15.410055,-0.003087,0.001181,-0.000197,0.004312,-0.017690,0.008019,-0.304090,0.193901,0.349810,-0.002960,-0.065278,-0.043402
15.415055,-0.003102,0.001177,-0.000197,0.004295,-0.017619,0.008019,-0.304336,0.194024,0.350095,-0.002939,-0.065366,-0.043362
15.421055,-0.003120,0.001173,-0.000197,0.004278,-0.017523,0.008019,-0.304632,0.194172,0.350438,-0.002913,-0.065471,-0.043314
15.425055,-0.003132,0.001170,-0.000197,0.004256,-0.017490,0.008019,-0.304829,0.194270,0.350666,-0.002896,-0.065541,-0.043282
15.430055,0.006381,-0.001226,0.011790,-0.007041,-0.062061,0.068811,-0.305076,0.194393,0.350952,-0.002931,-0.065852,-0.042938
15.435055,0.006328,-0.001220,0.011790,-0.007013,-0.061813,0.068811,-0.305323,0.194516,0.351238,-0.002967,-0.066161,-0.042594
15.440055,0.006275,-0.001214,0.011791,-0.006985,-0.061566,0.068811,-0.305569,0.194638,0.351524,-0.003001,-0.066468,-0.042250
15.445055,0.006223,-0.001208,0.011791,-0.006957,-0.061320,0.068811,-0.305815,0.194761,0.351811,-0.003036,-0.066775,-0.041906
15.450055,0.024063,-0.008373,0.008221,-0.040468,-0.144945,0.008020,-0.306061,0.194884,0.352097,-0.003239,-0.067500,-0.041866
15.455055,0.023939,-0.008338,0.008221,-0.040306,-0.144366,0.008020,-0.306306,0.195006,0.352384,-0.003440,-0.068222,-0.041825
15.459055,0.023841,-0.008311,0.008221,-0.040146,-0.143815,0.008020,-0.306502,0.195104,0.352614,-0.003601,-0.068797,-0.041793
15.464055,0.023718,-0.008276,0.008222,-0.040017,-0.143330,0.008020,-0.306746,0.195226,0.352901,-0.003801,-0.069514,-0.041753
15.470055,-0.026557,0.004318,0.018340,0.019030,0.031466,-0.052767,-0.307039,0.195373,0.353247,-0.003687,-0.069325,-0.042070
15.476054,-0.026525,0.004298,0.018340,0.018939,0.031316,-0.052768,-0.307333,0.195519,0.353593,-0.003573,-0.069137,-0.042386
15.481054,-0.026498,0.004282,0.018340,0.018847,0.031091,-0.052768,-0.307579,0.195642,0.353881,-0.003479,-0.068981,-0.042650
15.486054,-0.012685,-0.011254,-0.004997,-0.054041,0.027356,0.008020,-0.307825,0.195764,0.354170,-0.003749,-0.068845,-0.042610
15.492054,-0.012657,-0.011198,-0.004997,-0.053824,0.027273,0.008020,-0.308121,0.195910,0.354517,-0.004072,-0.068681,-0.042562
15.496054,-0.012638,-0.011162,-0.004997,-0.053569,0.027090,0.008020,-0.308318,0.196007,0.354748,-0.004286,-0.068573,-0.042530
15.501054,-0.012615,-0.011116,-0.004997,-0.053396,0.027030,0.008020,-0.308565,0.196129,0.355036,-0.004553,-0.068437,-0.042490
15.506054,-0.019760,-0.000976,0.010563,0.054916,0.060377,0.068884,-0.308813,0.196250,0.355325,-0.004279,-0.068136,-0.042145
15.511054,-0.019709,-0.001023,0.010563,0.054696,0.060136,0.068883,-0.309061,0.196371,0.355614,-0.004005,-0.067835,-0.041801
15.516054,-0.019658,-0.001070,0.010563,0.054477,0.059896,0.068883,-0.309310,0.196492,0.355903,-0.003733,-0.067535,-0.041457
15.521054,-0.019606,-0.001116,0.010563,0.054260,0.059657,0.068882,-0.309559,0.196613,0.356192,-0.003461,-0.067237,-0.041112
15.527054,0.009081,-0.004645,-0.007368,-0.083772,-0.074787,-0.052843,-0.309858,0.196759,0.356540,-0.003964,-0.067686,-0.041429
15.533053,0.009004,-0.004560,-0.007368,-0.083370,-0.074428,-0.052843,-0.310156,0.196904,0.356887,-0.004464,-0.068132,-0.041746
15.539053,0.008928,-0.004475,-0.007368,-0.082970,-0.074072,-0.052843,-0.310455,0.197049,0.357234,-0.004962,-0.068577,-0.042063
15.544053,-0.019758,0.015301,-0.001415,0.009831,0.060560,-0.052843,-0.310703,0.197170,0.357523,-0.004913,-0.068274,-0.042328
15.549053,-0.019706,0.015293,-0.001415,0.009792,0.060318,-0.052843,-0.310953,0.197291,0.357811,-0.004864,-0.067972,-0.042592
15.554053,-0.019655,0.015285,-0.001415,0.009753,0.060077,-0.052842,-0.311202,0.197413,0.358100,-0.004815,-0.067672,-0.042856
15.559053,-0.019604,0.015276,-0.001415,0.009715,0.059837,-0.052842,-0.311453,0.197535,0.358389,-0.004767,-0.067373,-0.043120
15.564054,0.006699,-0.003888,0.024368,-0.019377,-0.002721,0.008015,-0.311703,0.197657,0.358678,-0.004864,-0.067387,-0.043080
15.569054,0.006697,-0.003872,0.024368,-0.019299,-0.002710,0.008015,-0.311953,0.197779,0.358968,-0.004960,-0.067400,-0.043040
15.574054,0.006695,-0.003855,0.024368,-0.019222,-0.002700,0.008015,-0.312203,0.197901,0.359258,-0.005056,-0.067414,-0.043000
15.580053,0.006692,-0.003835,0.024368,-0.019144,-0.002712,0.008015,-0.312503,0.198047,0.359607,-0.005171,-0.067430,-0.042952
15.584053,0.012710,0.006956,-0.011558,-0.029334,-0.030968,0.007943,-0.312703,0.198145,0.359840,-0.005288,-0.067554,-0.042920
15.589053,0.012683,0.006981,-0.011558,-0.029191,-0.030892,0.007943,-0.312952,0.198267,0.360131,-0.005434,-0.067708,-0.042880
15.594053,0.012657,0.007006,-0.011557,-0.029074,-0.030769,0.007943,-0.313201,0.198389,0.360422,-0.005580,-0.067862,-0.042841
15.599053,0.012631,0.007031,-0.011557,-0.028957,-0.030646,0.007943,-0.313450,0.198511,0.360712,-0.005724,-0.068015,-0.042801
15.604053,-0.003519,-0.000089,0.000401,-0.062319,0.045169,-0.052848,-0.313698,0.198634,0.361002,-0.006036,-0.067789,-0.043065
15.610053,-0.003473,-0.000025,0.000401,-0.062020,0.044966,-0.052848,-0.313997,0.198781,0.361351,-0.006408,-0.067520,-0.043382
15.615053,-0.003435,0.000028,0.000401,-0.061772,0.044773,-0.052848,-0.314246,0.198903,0.361641,-0.006717,-0.067296,-0.043647
15.621053,-0.011807,0.002483,0.012368,-0.050379,0.023236,0.007950,-0.314544,0.199050,0.361989,-0.007019,-0.067156,-0.043599
15.626053,-0.011787,0.002526,0.012368,-0.050187,0.023098,0.007951,-0.314794,0.199173,0.362280,-0.007270,-0.067041,-0.043559
15.631053,-0.011768,0.002569,0.012368,-0.049986,0.023006,0.007951,-0.315043,0.199296,0.362571,-0.007520,-0.066926,-0.043519
15.636053,-0.011748,0.002612,0.012368,-0.049786,0.022915,0.007951,-0.315293,0.199418,0.362863,-0.007769,-0.066811,-0.043480
15.641053,-0.020072,0.003204,0.006371,0.013790,0.061919,0.008022,-0.315544,0.199541,0.363154,-0.007700,-0.066502,-0.043440
15.647053,-0.020008,0.003190,0.006371,0.013736,0.061698,0.008022,-0.315845,0.199689,0.363504,-0.007618,-0.066131,-0.043391
15.652053,-0.019956,0.003178,0.006371,0.013669,0.061377,0.008022,-0.316096,0.199812,0.363796,-0.007549,-0.065825,-0.043351
15.657053,-0.019903,0.003167,0.006371,0.013615,0.061132,0.008022,-0.316348,0.199935,0.364088,-0.007481,-0.065519,-0.043311
15.662053,-0.042476,0.000787,0.014730,0.002505,0.227563,0.008014,-0.316601,0.200058,0.364381,-0.007469,-0.064381,-0.043271
15.667053,-0.042282,0.000785,0.014730,0.002495,0.226654,0.008014,-0.316854,0.200181,0.364674,-0.007456,-0.063248,-0.043231
15.672053,-0.042088,0.000783,0.014730,0.002485,0.225749,0.008014,-0.317109,0.200304,0.364967,-0.007444,-0.062119,-0.043191
15.677053,-0.041896,0.000781,0.014732,0.002475,0.224847,0.008014,-0.317365,0.200427,0.365260,-0.007431,-0.060995,-0.043151
15.682054,0.005400,0.005511,-0.013964,0.024660,-0.057522,0.008022,-0.317621,0.200551,0.365554,-0.007308,-0.061282,-0.043111
15.687054,0.005351,0.005490,-0.013965,0.024561,-0.057292,0.008022,-0.317878,0.200674,0.365847,-0.007185,-0.061569,-0.043071
15.692054,0.005302,0.005469,-0.013965,0.024463,-0.057063,0.008022,-0.318134,0.200797,0.366140,-0.007063,-0.061854,-0.043031
15.697054,0.005253,0.005449,-0.013964,0.024366,-0.056835,0.008022,-0.318390,0.200921,0.366432,-0.006941,-0.062138,-0.042990
15.702054,0.009375,0.014969,-0.002583,0.069072,-0.076152,-0.052770,-0.318645,0.201045,0.366724,-0.006596,-0.062519,-0.043254
15.707054,0.009310,0.014910,-0.002582,0.068796,-0.075847,-0.052770,-0.318901,0.201169,0.367017,-0.006252,-0.062898,-0.043518
15.712054,0.009246,0.014852,-0.002582,0.068521,-0.075544,-0.052770,-0.319156,0.201294,0.367309,-0.005909,-0.063276,-0.043782
15.717054,-0.009898,-0.025206,0.009379,-0.058438,0.074959,-0.052710,-0.319411,0.201419,0.367601,-0.006201,-0.062901,-0.044046
15.721054,-0.009847,-0.025166,0.009379,-0.058157,0.074682,-0.052710,-0.319616,0.201518,0.367835,-0.006434,-0.062603,-0.044256
15.726054,-0.009783,-0.025116,0.009380,-0.058019,0.074421,-0.052711,-0.319872,0.201641,0.368128,-0.006724,-0.062231,-0.044520
15.730054,-0.009732,-0.025077,0.009380,-0.057740,0.074146,-0.052711,-0.320076,0.201739,0.368362,-0.006955,-0.061934,-0.044731
15.735054,-0.009669,-0.025027,0.009380,-0.057604,0.073886,-0.052712,-0.320332,0.201862,0.368655,-0.007243,-0.061565,-0.044994
15.740054,-0.014389,-0.004697,-0.013984,0.037432,0.035388,0.068878,-0.320589,0.201984,0.368948,-0.007056,-0.061388,-0.044650
15.746054,-0.014352,-0.004736,-0.013984,0.037235,0.035273,0.068878,-0.320897,0.202130,0.369299,-0.006833,-0.061176,-0.044237
15.750053,-0.014328,-0.004761,-0.013984,0.037151,0.035052,0.068878,-0.321103,0.202227,0.369533,-0.006684,-0.061036,-0.043961
15.755054,0.013739,0.014922,-0.002577,0.068782,-0.096615,0.008021,-0.321360,0.202349,0.369825,-0.006340,-0.061519,-0.043921
15.761053,0.013640,0.014852,-0.002578,0.068508,-0.096203,0.008021,-0.321668,0.202495,0.370175,-0.005929,-0.062096,-0.043873
15.766053,0.013558,0.014794,-0.002578,0.068179,-0.095768,0.008021,-0.321925,0.202618,0.370467,-0.005588,-0.062575,-0.043833
15.771053,0.013476,0.014735,-0.002577,0.067906,-0.095385,0.008021,-0.322181,0.202741,0.370759,-0.005249,-0.063052,-0.043793
15.776053,0.007983,0.023084,-0.004379,0.046258,-0.130366,0.007958,-0.322437,0.202864,0.371051,-0.005017,-0.063704,-0.043753
15.782053,0.007850,0.023037,-0.004379,0.046123,-0.129770,0.007957,-0.322743,0.203013,0.371401,-0.004741,-0.064482,-0.043705
15.787053,0.007739,0.022997,-0.004378,0.045853,-0.129222,0.007956,-0.322999,0.203138,0.371693,-0.004511,-0.065128,-0.043665
15.792053,0.007629,0.022958,-0.004378,0.045670,-0.128705,0.007955,-0.323254,0.203263,0.371984,-0.004283,-0.065772,-0.043626
15.798053,-0.049666,0.015742,-0.000252,0.072739,0.200983,-0.052771,-0.323561,0.203414,0.372334,-0.003847,-0.064566,-0.043942
15.804052,-0.049460,0.015667,-0.000251,0.072391,0.200020,-0.052771,-0.323870,0.203566,0.372683,-0.003412,-0.063366,-0.044259
15.809052,-0.049290,0.015606,-0.000249,0.072042,0.199035,-0.052772,-0.324128,0.203693,0.372975,-0.003052,-0.062371,-0.044523
15.814053,0.001002,-0.006563,0.014779,-0.031914,0.023942,0.008016,-0.324388,0.203819,0.373266,-0.003212,-0.062251,-0.044483
15.820052,0.001027,-0.006530,0.014779,-0.031786,0.023824,0.008016,-0.324699,0.203971,0.373617,-0.003402,-0.062108,-0.044435
15.824052,0.001043,-0.006509,0.014779,-0.031635,0.023755,0.008016,-0.324906,0.204073,0.373850,-0.003529,-0.062013,-0.044403
15.830051,0.001067,-0.006476,0.014779,-0.031532,0.023633,0.008016,-0.325217,0.204224,0.374202,-0.003718,-0.061871,-0.044354
15.835052,-0.004253,0.013186,0.002794,0.121510,0.048526,-0.052709,-0.325477,0.204351,0.374495,-0.003110,-0.061629,-0.044618
15.840052,-0.004211,0.013082,0.002794,0.121024,0.048332,-0.052709,-0.325736,0.204477,0.374788,-0.002505,-0.061387,-0.044882
15.845052,-0.004170,0.012979,0.002795,0.120540,0.048139,-0.052709,-0.325995,0.204604,0.375081,-0.001903,-0.061146,-0.045145
15.850052,-0.004129,0.012876,0.002795,0.120058,0.047947,-0.052709,-0.326255,0.204732,0.375374,-0.001302,-0.060906,-0.045409
15.855052,0.013220,0.021707,-0.000181,0.161499,-0.033423,-0.052709,-0.326514,0.204859,0.375667,-0.000495,-0.061074,-0.045672
15.860052,0.013192,0.021569,-0.000180,0.160853,-0.033290,-0.052708,-0.326774,0.204988,0.375960,0.000309,-0.061240,-0.045936
15.866052,0.013158,0.021405,-0.000180,0.160163,-0.033180,-0.052707,-0.327084,0.205143,0.376312,0.001270,-0.061439,-0.046252
15.871052,0.013129,0.021268,-0.000180,0.159443,-0.032998,-0.052707,-0.327343,0.205272,0.376605,0.002068,-0.061604,-0.046515
15.877051,-0.020889,0.002781,-0.001415,-0.048906,0.126758,0.007954,-0.327653,0.205428,0.376957,0.001774,-0.060844,-0.046468
15.882051,-0.020781,0.002823,-0.001414,-0.048721,0.126173,0.007955,-0.327912,0.205558,0.377250,0.001531,-0.060213,-0.046428
15.887052,-0.020674,0.002864,-0.001414,-0.048526,0.125668,0.007955,-0.328172,0.205688,0.377543,0.001288,-0.059584,-0.046388
15.893051,0.025263,-0.007976,0.010013,0.022169,-0.150676,0.008081,-0.328483,0.205844,0.377895,0.001421,-0.060488,-0.046340
15.898051,0.025135,-0.007995,0.010014,0.022110,-0.149980,0.008082,-0.328742,0.205973,0.378189,0.001532,-0.061238,-0.046299
15.903051,0.025007,-0.008013,0.010014,0.022021,-0.149381,0.008083,-0.329000,0.206103,0.378483,0.001642,-0.061985,-0.046259
15.908051,0.024879,-0.008032,0.010015,0.021933,-0.148784,0.008083,-0.329258,0.206232,0.378777,0.001751,-0.062729,-0.046218
15.913052,-0.006259,-0.009063,0.004590,-0.165361,-0.002718,0.068675,-0.329515,0.206361,0.379071,0.000924,-0.062743,-0.045875
15.918052,-0.006261,-0.008922,0.004590,-0.164700,-0.002707,0.068676,-0.329772,0.206490,0.379365,0.000101,-0.062756,-0.045532
15.922051,-0.006263,-0.008809,0.004590,-0.164140,-0.002721,0.068676,-0.329979,0.206593,0.379601,-0.000556,-0.062767,-0.045257
15.927052,-0.006265,-0.008669,0.004590,-0.163516,-0.002687,0.068677,-0.330236,0.206721,0.379895,-0.001373,-0.062781,-0.044914
15.932052,-0.000293,0.008063,0.006991,0.036503,-0.030784,0.068810,-0.330494,0.206850,0.380190,-0.001191,-0.062935,-0.044570
15.937052,-0.000319,0.008032,0.006991,0.036357,-0.030661,0.068810,-0.330752,0.206978,0.380485,-0.001009,-0.063088,-0.044226
15.942052,-0.000345,0.008001,0.006991,0.036212,-0.030539,0.068810,-0.331010,0.207107,0.380780,-0.000828,-0.063241,-0.043881
15.948051,0.002586,0.004323,0.020170,0.079756,-0.044318,0.068877,-0.331319,0.207262,0.381134,-0.000349,-0.063506,-0.043468
15.953052,0.002548,0.004255,0.020170,0.079421,-0.044132,0.068877,-0.331577,0.207391,0.381430,0.000048,-0.063727,-0.043124
15.959051,0.002503,0.004174,0.020170,0.079056,-0.043929,0.068877,-0.331886,0.207546,0.381786,0.000522,-0.063991,-0.042711
15.963051,0.002473,0.004120,0.020170,0.078771,-0.043771,0.068877,-0.332093,0.207650,0.382023,0.000837,-0.064166,-0.042435
15.968051,0.000098,-0.020945,0.006393,-0.099356,0.028172,0.008018,-0.332350,0.207779,0.382321,0.000340,-0.064025,-0.042395
15.973051,0.000122,-0.020861,0.006393,-0.098959,0.028059,0.008018,-0.332608,0.207907,0.382618,-0.000154,-0.063885,-0.042355
15.978051,0.000146,-0.020776,0.006393,-0.098564,0.027947,0.008018,-0.332865,0.208035,0.382916,-0.000647,-0.063745,-0.042315
15.983051,0.000170,-0.020692,0.006393,-0.098170,0.027835,0.008017,-0.333123,0.208163,0.383213,-0.001138,-0.063606,-0.042275
15.988051,0.006174,0.002650,0.008197,0.011240,-0.000301,0.008017,-0.333381,0.208290,0.383511,-0.001082,-0.063607,-0.042235
15.994051,0.006174,0.002638,0.008197,0.011196,-0.000323,0.008017,-0.333689,0.208443,0.383869,-0.001015,-0.063609,-0.042187
16.000051,0.006173,0.002627,0.008197,0.011142,-0.000322,0.008017,-0.333998,0.208596,0.384227,-0.000948,-0.063611,-0.042138
16.004051,0.006173,0.002619,0.008197,0.011087,-0.000275,0.008017,-0.334204,0.208698,0.384466,-0.000903,-0.063612,-0.042106
16.009050,0.022230,0.007966,0.008215,0.036178,-0.136340,-0.052773,-0.334460,0.208826,0.384765,-0.000723,-0.064294,-0.042370
16.014050,0.022113,0.007935,0.008215,0.036034,-0.135795,-0.052773,-0.334716,0.208954,0.385064,-0.000542,-0.064973,-0.042634
16.019049,0.021997,0.007904,0.008216,0.035890,-0.135253,-0.052773,-0.334972,0.209082,0.385363,-0.000363,-0.065649,-0.042898
16.024048,0.021882,0.007873,0.008216,0.035746,-0.134712,-0.052773,-0.335227,0.209210,0.385663,-0.000184,-0.066323,-0.043162
16.029047,0.018178,0.006056,0.015398,0.027139,-0.117294,0.008018,-0.335482,0.209338,0.385962,-0.000048,-0.066909,-0.043122
16.034046,0.018078,0.006033,0.015399,0.027031,-0.116826,0.008018,-0.335736,0.209467,0.386263,0.000087,-0.067493,-0.043082
16.039045,0.017979,0.006010,0.015399,0.026923,-0.116359,0.008018,-0.335989,0.209596,0.386563,0.000221,-0.068075,-0.043042
16.045046,-0.012486,-0.004065,0.019555,-0.081081,0.087172,0.068737,-0.336294,0.209750,0.386924,-0.000265,-0.067552,-0.042629
16.050045,-0.012412,-0.003995,0.019555,-0.080742,0.086777,0.068737,-0.336547,0.209879,0.387226,-0.000669,-0.067118,-0.042285
16.055044,-0.012338,-0.003926,0.019555,-0.080419,0.086430,0.068738,-0.336802,0.210007,0.387528,-0.001071,-0.066686,-0.041942
16.060043,-0.012264,-0.003858,0.019555,-0.080097,0.086085,0.068738,-0.337056,0.210136,0.387830,-0.001471,-0.066256,-0.041598
16.066044,-0.005751,-0.014037,0.018964,-0.006170,-0.066053,-0.052700,-0.337362,0.210290,0.388194,-0.001509,-0.066652,-0.041914
16.071043,-0.005808,-0.014032,0.018964,-0.006093,-0.065811,-0.052700,-0.337617,0.210417,0.388497,-0.001539,-0.066981,-0.042178
16.076042,-0.005864,-0.014026,0.018964,-0.006069,-0.065547,-0.052699,-0.337872,0.210545,0.388801,-0.001569,-0.067309,-0.042441
16.082043,-0.020768,-0.001431,0.026133,-0.007851,0.065068,-0.052772,-0.338179,0.210698,0.389167,-0.001616,-0.066918,-0.042758
16.086042,-0.020723,-0.001425,0.026133,-0.007815,0.064704,-0.052772,-0.338383,0.210799,0.389411,-0.001648,-0.066659,-0.042969
16.091042,-0.020668,-0.001419,0.026133,-0.007789,0.064524,-0.052772,-0.338640,0.210927,0.389717,-0.001687,-0.066337,-0.043233
16.096041,-0.020613,-0.001412,0.026133,-0.007758,0.064266,-0.052772,-0.338897,0.211054,0.390024,-0.001725,-0.066016,-0.043497
16.101040,-0.034743,0.001587,0.005157,0.006311,0.252299,0.008015,-0.339154,0.211181,0.390331,-0.001694,-0.064754,-0.043457
16.106039,-0.034528,0.001582,0.005157,0.006285,0.251291,0.008015,-0.339413,0.211308,0.390638,-0.001662,-0.063498,-0.043417
16.112040,-0.034270,0.001576,0.005157,0.006261,0.250216,0.008015,-0.339724,0.211461,0.391006,-0.001625,-0.061996,-0.043368
16.117039,-0.034057,0.001570,0.005159,0.006230,0.249087,0.008015,-0.339985,0.211588,0.391314,-0.001594,-0.060751,-0.043328
16.123039,-0.022073,-0.002679,0.005771,0.046953,0.010563,0.008084,-0.340298,0.211741,0.391683,-0.001312,-0.060687,-0.043280
16.128038,-0.022064,-0.002719,0.005771,0.046775,0.010438,0.008084,-0.340560,0.211868,0.391990,-0.001078,-0.060635,-0.043239
16.133038,-0.022055,-0.002759,0.005771,0.046588,0.010397,0.008084,-0.340822,0.211995,0.392298,-0.000845,-0.060583,-0.043199
16.139038,-0.022044,-0.002807,0.005771,0.046354,0.010431,0.008083,-0.341138,0.212147,0.392668,-0.000567,-0.060521,-0.043151
16.145039,-0.023730,0.005081,-0.015791,-0.098915,0.079517,0.007891,-0.341454,0.212300,0.393037,-0.001161,-0.060044,-0.043103
16.150038,-0.023663,0.005165,-0.015791,-0.098539,0.079110,0.007892,-0.341718,0.212427,0.393344,-0.001653,-0.059648,-0.043064
16.154037,-0.023609,0.005232,-0.015791,-0.098243,0.078769,0.007893,-0.341930,0.212529,0.393590,-0.002046,-0.059333,-0.043032
16.159037,-0.000236,0.001616,-0.010376,0.006413,0.029751,0.008017,-0.342195,0.212656,0.393897,-0.002014,-0.059184,-0.042992
16.165037,-0.000206,0.001610,-0.010376,0.006388,0.029609,0.008017,-0.342513,0.212809,0.394264,-0.001976,-0.059007,-0.042944
16.169037,-0.000186,0.001605,-0.010376,0.006355,0.029512,0.008017,-0.342726,0.212911,0.394509,-0.001950,-0.058888,-0.042912
16.174036,-0.000160,0.001600,-0.010376,0.006336,0.029395,0.008017,-0.342991,0.213039,0.394815,-0.001919,-0.058742,-0.042872
16.179035,-0.024022,-0.006737,0.010559,-0.032744,0.141195,0.008017,-0.343256,0.213166,0.395121,-0.002082,-0.058036,-0.042832
16.184034,-0.023901,-0.006710,0.010560,-0.032614,0.140630,0.008017,-0.343522,0.213294,0.395427,-0.002246,-0.057332,-0.042792
16.189034,-0.023781,-0.006682,0.010560,-0.032483,0.140069,0.008017,-0.343788,0.213421,0.395734,-0.002408,-0.056632,-0.042752
16.195034,-0.023638,-0.006648,0.010560,-0.032352,0.139487,0.008017,-0.344109,0.213573,0.396102,-0.002602,-0.055795,-0.042703
16.200033,-0.019389,-0.002993,0.006971,-0.076103,0.058782,0.068752,-0.344377,0.213700,0.396409,-0.002983,-0.055501,-0.042360
16.205032,-0.019339,-0.002929,0.006971,-0.075798,0.058547,0.068753,-0.344645,0.213827,0.396716,-0.003362,-0.055208,-0.042016
16.210032,-0.019289,-0.002864,0.006971,-0.075495,0.058313,0.068753,-0.344914,0.213953,0.397024,-0.003739,-0.054917,-0.041672
16.216032,-0.019229,-0.002787,0.006971,-0.075144,0.058107,0.068754,-0.345237,0.214105,0.397393,-0.004190,-0.054568,-0.041260
16.221031,-0.017973,0.009698,0.002183,0.105048,0.052097,0.008078,-0.345507,0.214232,0.397700,-0.003665,-0.054308,-0.041219
16.226030,-0.017929,0.009608,0.002182,0.104628,0.051889,0.008077,-0.345777,0.214359,0.398008,-0.003142,-0.054048,-0.041179
16.231030,-0.017884,0.009519,0.002182,0.104210,0.051682,0.008077,-0.346048,0.214486,0.398316,-0.002620,-0.053790,-0.041139
16.237030,0.004230,0.030915,0.008191,0.143781,-0.051982,0.008019,-0.346373,0.214639,0.398685,-0.001758,-0.054102,-0.041090
