time,an_x,an_y,an_z,wn_x,wn_y,wn_z,esti_x,esti_y,esti_z,esti_a,esti_b,esti_c
4.468042,0.004612,0.003850,0.006397,0.077641,0.006713,-0.052708,0.008317,0.017250,0.021444,0.005907,-0.058761,-0.028034
4.473042,0.004617,0.003784,0.006397,0.077316,0.006703,-0.052708,0.008281,0.017301,0.021500,0.006294,-0.058727,-0.028297
4.478042,0.004623,0.003718,0.006397,0.077007,0.006676,-0.052708,0.008246,0.017352,0.021556,0.006679,-0.058694,-0.028561
4.484042,0.035038,0.017991,0.001041,0.083169,-0.136090,0.008021,0.008203,0.017413,0.021624,0.007178,-0.059510,-0.028513
4.489042,0.034922,0.017920,0.001041,0.082770,-0.135415,0.008022,0.008169,0.017465,0.021680,0.007592,-0.060187,-0.028472
4.494042,0.034807,0.017849,0.001042,0.082439,-0.134874,0.008022,0.008136,0.017517,0.021736,0.008004,-0.060862,-0.028432
4.499043,0.034692,0.017779,0.001043,0.082110,-0.134336,0.008022,0.008104,0.017570,0.021793,0.008415,-0.061533,-0.028392
4.504043,-0.027507,0.005215,-0.005612,0.023237,0.096678,-0.052778,0.008071,0.017623,0.021849,0.008531,-0.061050,-0.028656
4.509043,-0.027424,0.005195,-0.005612,0.023144,0.096292,-0.052778,0.008038,0.017676,0.021905,0.008646,-0.060569,-0.028920
4.514043,-0.027342,0.005175,-0.005612,0.023051,0.095907,-0.052778,0.008005,0.017729,0.021961,0.008762,-0.060089,-0.029184
4.520043,-0.027244,0.005152,-0.005611,0.022960,0.095551,-0.052778,0.007963,0.017794,0.022028,0.008899,-0.059516,-0.029501
4.525043,0.020000,0.008685,0.006415,0.039504,-0.065368,-0.052769,0.007929,0.017847,0.022084,0.009097,-0.059843,-0.029764
4.530043,0.019944,0.008651,0.006415,0.039346,-0.065107,-0.052769,0.007895,0.017901,0.022140,0.009294,-0.060168,-0.030028
4.535043,0.019888,0.008618,0.006415,0.039189,-0.064848,-0.052769,0.007861,0.017955,0.022196,0.009490,-0.060492,-0.030292
4.540043,0.019833,0.008584,0.006415,0.039033,-0.064589,-0.052768,0.007828,0.018009,0.022253,0.009685,-0.060815,-0.030556
4.545043,-0.008243,0.000218,-0.009785,-0.000246,0.067071,0.008023,0.007795,0.018064,0.022309,0.009684,-0.060480,-0.030516
4.550044,-0.008186,0.000218,-0.009785,-0.000245,0.066803,0.008023,0.007762,0.018118,0.022365,0.009682,-0.060146,-0.030476
4.555044,-0.008129,0.000218,-0.009785,-0.000244,0.066536,0.008023,0.007728,0.018172,0.022421,0.009681,-0.059813,-0.030436
4.560044,-0.008073,0.000219,-0.009785,-0.000243,0.066270,0.008023,0.007695,0.018227,0.022476,0.009680,-0.059482,-0.030396
4.565044,0.016377,0.003783,0.002218,0.016374,-0.109231,0.068804,0.007661,0.018281,0.022532,0.009762,-0.060028,-0.030052
4.570044,0.016283,0.003769,0.002219,0.016309,-0.108795,0.068804,0.007628,0.018336,0.022587,0.009843,-0.060572,-0.029708
4.575044,0.016191,0.003755,0.002219,0.016244,-0.108360,0.068803,0.007596,0.018390,0.022643,0.009925,-0.061114,-0.029363
4.580044,-0.013669,0.011511,0.001590,0.052713,0.092469,0.008023,0.007563,0.018445,0.022699,0.010188,-0.060652,-0.029323
4.584044,-0.013606,0.011475,0.001590,0.052501,0.092122,0.008023,0.007537,0.018489,0.022743,0.010398,-0.060283,-0.029291
4.590044,-0.013511,0.011421,0.001590,0.052335,0.091783,0.008023,0.007497,0.018555,0.022810,0.010712,-0.059732,-0.029243
4.595045,-0.013433,0.011376,0.001590,0.052084,0.091365,0.008023,0.007463,0.018611,0.022866,0.010973,-0.059275,-0.029203
4.600045,-0.011022,0.009541,0.001592,0.043447,0.019267,0.008012,0.007429,0.018667,0.022921,0.011190,-0.059179,-0.029163
4.605045,-0.011006,0.009504,0.001592,0.043274,0.019191,0.008011,0.007395,0.018723,0.022977,0.011406,-0.059083,-0.029123
4.610045,-0.010989,0.009467,0.001592,0.043101,0.019114,0.008011,0.007361,0.018780,0.023033,0.011622,-0.058988,-0.029083
4.614045,-0.010976,0.009438,0.001593,0.042928,0.019012,0.008011,0.007333,0.018825,0.023078,0.011793,-0.058912,-0.029051
4.619045,-0.009171,0.015468,0.004590,-0.050361,0.010634,0.007887,0.007298,0.018882,0.023134,0.011542,-0.058858,-0.029011
4.625045,-0.009160,0.015520,0.004590,-0.050060,0.010618,0.007887,0.007256,0.018951,0.023201,0.011241,-0.058795,-0.028964
4.630045,-0.009151,0.015562,0.004589,-0.049918,0.010541,0.007887,0.007220,0.019008,0.023257,0.010992,-0.058742,-0.028925
4.635046,-0.009142,0.015605,0.004589,-0.049718,0.010499,0.007887,0.007184,0.019066,0.023314,0.010743,-0.058689,-0.028885
4.641046,-0.034109,0.000644,0.005759,0.001756,0.188393,0.008023,0.007141,0.019136,0.023382,0.010754,-0.057559,-0.028837
4.646046,-0.033949,0.000642,0.005759,0.001747,0.187513,0.008023,0.007104,0.019195,0.023438,0.010762,-0.056622,-0.028797
4.651046,-0.033789,0.000641,0.005760,0.001740,0.186764,0.008023,0.007065,0.019253,0.023495,0.010771,-0.055688,-0.028757
4.656046,-0.033629,0.000639,0.005760,0.001733,0.186018,0.008023,0.007026,0.019312,0.023552,0.010780,-0.054758,-0.028717
4.661046,0.000477,-0.001168,0.003996,-0.006830,-0.034666,0.068803,0.006987,0.019370,0.023609,0.010745,-0.054931,-0.028373
4.666046,0.000448,-0.001162,0.003996,-0.006803,-0.034527,0.068803,0.006948,0.019428,0.023666,0.010711,-0.055104,-0.028029
4.670046,0.000424,-0.001158,0.003996,-0.006777,-0.034415,0.068803,0.006916,0.019475,0.023712,0.010684,-0.055241,-0.027753
4.675046,0.000395,-0.001152,0.003996,-0.006754,-0.034279,0.068803,0.006877,0.019533,0.023769,0.010651,-0.055413,-0.027409
4.679047,-0.007929,0.000650,-0.010983,0.001786,0.065578,0.008023,0.006845,0.019580,0.023815,0.010658,-0.055150,-0.027377
4.684047,-0.007873,0.000649,-0.010983,0.001781,0.065345,0.008023,0.006806,0.019638,0.023872,0.010667,-0.054824,-0.027337
4.689047,-0.007818,0.000647,-0.010983,0.001774,0.065084,0.008023,0.006766,0.019697,0.023929,0.010676,-0.054498,-0.027297
4.694047,0.016086,0.012561,0.005810,0.057615,-0.047034,0.008023,0.006726,0.019755,0.023986,0.010964,-0.054733,-0.027257
4.699047,0.016046,0.012511,0.005811,0.057385,-0.046846,0.008024,0.006687,0.019814,0.024042,0.011251,-0.054968,-0.027217
4.705047,0.015998,0.012453,0.005811,0.057157,-0.046682,0.008024,0.006641,0.019885,0.024111,0.011593,-0.055248,-0.027169
4.710047,0.015958,0.012404,0.005811,0.056882,-0.046436,0.008024,0.006602,0.019944,0.024168,0.011878,-0.055480,-0.027129
4.715047,-0.010332,-0.020981,-0.004402,-0.160508,0.076884,0.007965,0.006564,0.020004,0.024225,0.011075,-0.055095,-0.027089
4.720047,-0.010266,-0.020844,-0.004401,-0.159867,0.076577,0.007965,0.006525,0.020063,0.024282,0.010276,-0.054713,-0.027049
4.725048,-0.010201,-0.020707,-0.004401,-0.159228,0.076271,0.007965,0.006486,0.020121,0.024339,0.009480,-0.054331,-0.027009
4.731048,-0.010123,-0.020545,-0.004401,-0.158542,0.075944,0.007965,0.006439,0.020190,0.024407,0.008529,-0.053876,-0.026961
4.735048,0.002434,0.009404,-0.000793,-0.017949,-0.043788,-0.052835,0.006408,0.020236,0.024453,0.008457,-0.054051,-0.027173
4.740048,0.002397,0.009420,-0.000793,-0.017842,-0.043622,-0.052835,0.006369,0.020294,0.024509,0.008368,-0.054269,-0.027437
4.745048,0.002360,0.009435,-0.000793,-0.017770,-0.043447,-0.052836,0.006330,0.020352,0.024566,0.008279,-0.054486,-0.027701
4.750048,0.002323,0.009450,-0.000793,-0.017699,-0.043273,-0.052836,0.006291,0.020410,0.024623,0.008190,-0.054702,-0.027965
4.755048,-0.026304,-0.001310,0.005168,-0.007406,0.151688,0.008022,0.006251,0.020469,0.024680,0.008153,-0.053944,-0.027925
4.760048,-0.026175,-0.001304,0.005168,-0.007376,0.151082,0.008022,0.006211,0.020527,0.024736,0.008116,-0.053189,-0.027885
4.764049,-0.026071,-0.001299,0.005169,-0.007348,0.150501,0.008022,0.006179,0.020574,0.024782,0.008087,-0.052587,-0.027853
4.769049,-0.025943,-0.001292,0.005169,-0.007323,0.149997,0.008022,0.006138,0.020632,0.024839,0.008050,-0.051837,-0.027813
4.774049,-0.012149,0.002934,0.008775,-0.048336,0.024550,0.007959,0.006096,0.020690,0.024896,0.007809,-0.051714,-0.027773
4.779049,-0.012128,0.002975,0.008776,-0.048143,0.024453,0.007959,0.006054,0.020748,0.024954,0.007568,-0.051592,-0.027733
4.784049,-0.012107,0.003016,0.008776,-0.047950,0.024355,0.007959,0.006012,0.020807,0.025012,0.007328,-0.051470,-0.027693
4.789049,-0.012087,0.003057,0.008776,-0.047758,0.024258,0.007960,0.005969,0.020865,0.025070,0.007089,-0.051349,-0.027654
4.794049,0.013006,0.017999,-0.005573,0.022388,-0.093422,0.007959,0.005926,0.020924,0.025128,0.007201,-0.051816,-0.027614
4.799049,0.012926,0.017980,-0.005573,0.022299,-0.093049,0.007958,0.005884,0.020983,0.025185,0.007313,-0.052281,-0.027574
4.807049,0.012799,0.017950,-0.005572,0.022360,-0.092599,0.007958,0.005817,0.021079,0.025278,0.007492,-0.053022,-0.027510
4.812049,0.000765,-0.008310,0.009385,-0.100968,-0.035961,-0.052833,0.005776,0.021139,0.025335,0.006987,-0.053201,-0.027775
4.817050,0.000734,-0.008224,0.009385,-0.100565,-0.035817,-0.052833,0.005734,0.021199,0.025393,0.006484,-0.053381,-0.028039
4.822050,0.000703,-0.008138,0.009385,-0.100163,-0.035674,-0.052833,0.005693,0.021258,0.025451,0.005983,-0.053559,-0.028303
4.827050,0.000673,-0.008053,0.009385,-0.099762,-0.035531,-0.052833,0.005651,0.021318,0.025510,0.005484,-0.053737,-0.028567
4.832050,-0.015989,0.007550,-0.000811,-0.026638,0.103412,0.007964,0.005609,0.021377,0.025568,0.005351,-0.053220,-0.028527
4.837050,-0.015901,0.007573,-0.000811,-0.026532,0.102999,0.007965,0.005567,0.021437,0.025627,0.005219,-0.052705,-0.028487
4.842050,-0.015813,0.007595,-0.000810,-0.026425,0.102588,0.007965,0.005525,0.021497,0.025685,0.005086,-0.052192,-0.028448
4.848050,-0.008627,0.012857,0.011774,0.119837,0.008015,-0.052721,0.005473,0.021569,0.025756,0.005805,-0.052143,-0.028764
4.853050,-0.008621,0.012755,0.011774,0.119309,0.007950,-0.052721,0.005430,0.021629,0.025815,0.006402,-0.052104,-0.029027
4.859050,-0.008612,0.012633,0.011774,0.118785,0.007945,-0.052722,0.005378,0.021702,0.025886,0.007115,-0.052056,-0.029344
4.864050,-0.008606,0.012531,0.011774,0.118263,0.007881,-0.052722,0.005335,0.021763,0.025945,0.007706,-0.052017,-0.029607
4.869051,-0.009832,-0.002374,-0.009189,-0.073260,-0.047010,0.007951,0.005291,0.021825,0.026005,0.007340,-0.052252,-0.029568
4.874051,-0.009872,-0.002312,-0.009189,-0.072967,-0.046822,0.007951,0.005247,0.021886,0.026064,0.006975,-0.052486,-0.029528
4.879051,-0.009912,-0.002250,-0.009189,-0.072676,-0.046634,0.007951,0.005203,0.021947,0.026123,0.006612,-0.052719,-0.029488
4.884051,-0.009952,-0.002188,-0.009190,-0.072385,-0.046447,0.007952,0.005158,0.022008,0.026182,0.006250,-0.052951,-0.029448
4.889051,-0.003934,0.011043,0.010580,-0.071045,0.046885,-0.052882,0.005114,0.022069,0.026241,0.005894,-0.052717,-0.029713
4.895051,-0.003886,0.011116,0.010580,-0.070662,0.046675,-0.052882,0.005060,0.022143,0.026312,0.005470,-0.052437,-0.030030
4.900051,-0.003847,0.011176,0.010580,-0.070421,0.046474,-0.052881,0.005015,0.022205,0.026372,0.005118,-0.052204,-0.030295
4.905051,-0.014544,-0.016894,-0.005002,-0.080488,0.096641,-0.052771,0.004970,0.022267,0.026431,0.004716,-0.051721,-0.030558
4.910051,-0.014462,-0.016826,-0.005002,-0.080166,0.096255,-0.052771,0.004924,0.022328,0.026491,0.004315,-0.051240,-0.030822
4.915051,-0.014380,-0.016757,-0.005001,-0.079846,0.095870,-0.052771,0.004879,0.022389,0.026550,0.003916,-0.050761,-0.031086
4.920052,-0.014298,-0.016689,-0.005001,-0.079527,0.095487,-0.052771,0.004832,0.022450,0.026609,0.003518,-0.050283,-0.031350
4.925052,0.000694,0.009070,0.011781,-0.019615,0.025161,0.068758,0.004786,0.022510,0.026669,0.003420,-0.050157,-0.031006
4.930052,0.000716,0.009086,0.011781,-0.019536,0.025060,0.068758,0.004740,0.022571,0.026728,0.003322,-0.050032,-0.030662
4.935052,0.000737,0.009103,0.011781,-0.019458,0.024960,0.068758,0.004693,0.022631,0.026788,0.003225,-0.049907,-0.030319
4.940052,0.000758,0.009120,0.011781,-0.019380,0.024860,0.068758,0.004647,0.022692,0.026848,0.003128,-0.049783,-0.029975
4.946052,-0.005770,-0.009332,-0.002000,-0.105868,0.055507,0.007967,0.004591,0.022766,0.026921,0.002493,-0.049450,-0.029927
4.950052,-0.005732,-0.009260,-0.002000,-0.105460,0.055286,0.007967,0.004554,0.022814,0.026969,0.002071,-0.049229,-0.029895
4.955052,-0.005685,-0.009170,-0.002000,-0.105073,0.055086,0.007967,0.004507,0.022875,0.027029,0.001546,-0.048953,-0.029855
4.961052,-0.005629,-0.009063,-0.002000,-0.104603,0.054844,0.007967,0.004451,0.022947,0.027101,0.000918,-0.048624,-0.029807
4.965053,0.000929,0.025031,0.024357,0.054991,-0.036718,-0.052825,0.004414,0.022996,0.027150,0.001138,-0.048771,-0.030019
4.970053,0.000898,0.024984,0.024357,0.054865,-0.036574,-0.052826,0.004367,0.023057,0.027211,0.001412,-0.048954,-0.030283
4.976053,0.000861,0.024928,0.024357,0.054696,-0.036402,-0.052826,0.004311,0.023131,0.027284,0.001741,-0.049172,-0.030600
4.982053,0.000823,0.024871,0.024357,0.054435,-0.036227,-0.052827,0.004254,0.023206,0.027359,0.002067,-0.049390,-0.030917
4.988053,0.000874,0.011643,-0.013371,0.053525,0.024280,-0.052772,0.004198,0.023281,0.027434,0.002388,-0.049244,-0.031233
4.993053,0.000894,0.011597,-0.013371,0.053267,0.024186,-0.052772,0.004151,0.023345,0.027496,0.002655,-0.049123,-0.031497
4.998053,0.000915,0.011552,-0.013371,0.053055,0.024089,-0.052772,0.004105,0.023408,0.027558,0.002920,-0.049003,-0.031761
5.003053,-0.007487,-0.005190,-0.000204,-0.025635,0.002712,0.008017,0.004058,0.023472,0.027620,0.002792,-0.048989,-0.031721
5.008053,-0.007485,-0.005168,-0.000204,-0.025533,0.002702,0.008017,0.004011,0.023536,0.027681,0.002664,-0.048976,-0.031681
5.013053,-0.007483,-0.005147,-0.000204,-0.025431,0.002691,0.008017,0.003964,0.023599,0.027743,0.002537,-0.048962,-0.031641
5.017054,-0.007481,-0.005129,-0.000204,-0.025330,0.002655,0.008017,0.003926,0.023650,0.027792,0.002436,-0.048952,-0.031609
5.022054,-0.006283,0.002646,0.001594,0.011118,-0.002942,0.008017,0.003878,0.023713,0.027854,0.002491,-0.048966,-0.031569
5.028054,-0.006286,0.002634,0.001594,0.011074,-0.002904,0.008017,0.003821,0.023789,0.027928,0.002558,-0.048984,-0.031521
5.033054,-0.006288,0.002625,0.001594,0.011020,-0.002915,0.008017,0.003773,0.023853,0.027990,0.002613,-0.048998,-0.031481
5.038054,-0.006291,0.002615,0.001594,0.010976,-0.002904,0.008017,0.003725,0.023916,0.028051,0.002668,-0.049013,-0.031440
5.043054,-0.020680,-0.022438,0.008168,-0.106481,0.003721,0.008015,0.003676,0.023979,0.028113,0.002135,-0.048994,-0.031400
5.047054,-0.020677,-0.022365,0.008168,-0.106056,0.003632,0.008015,0.003637,0.024030,0.028163,0.001711,-0.048980,-0.031368
5.052054,-0.020674,-0.022275,0.008169,-0.105717,0.003695,0.008016,0.003588,0.024092,0.028225,0.001183,-0.048961,-0.031328
5.057055,-0.020671,-0.022185,0.008169,-0.105294,0.003681,0.008017,0.003538,0.024154,0.028287,0.000656,-0.048943,-0.031288
5.062055,-0.000863,0.011245,0.009384,0.112278,0.032401,-0.052721,0.003488,0.024215,0.028350,0.001217,-0.048781,-0.031552
5.067055,-0.000836,0.011149,0.009384,0.111829,0.032272,-0.052721,0.003438,0.024277,0.028413,0.001777,-0.048619,-0.031815
5.073055,-0.000802,0.011034,0.009384,0.111334,0.032120,-0.052720,0.003378,0.024352,0.028489,0.002445,-0.048427,-0.032132
5.078055,-0.000775,0.010939,0.009384,0.110848,0.031988,-0.052720,0.003328,0.024414,0.028552,0.002999,-0.048267,-0.032395
5.083055,-0.007942,-0.000431,-0.016375,-0.003315,0.004911,0.008016,0.003277,0.024477,0.028615,0.002982,-0.048242,-0.032355
5.088055,-0.007938,-0.000428,-0.016375,-0.003302,0.004891,0.008016,0.003227,0.024539,0.028678,0.002966,-0.048218,-0.032315
5.093055,-0.007934,-0.000425,-0.016375,-0.003288,0.004872,0.008016,0.003176,0.024602,0.028741,0.002949,-0.048193,-0.032275
5.098055,-0.000183,0.007275,-0.001994,0.093681,-0.031575,-0.052724,0.003126,0.024665,0.028803,0.003418,-0.048351,-0.032539
5.103055,-0.000210,0.007195,-0.001994,0.093306,-0.031449,-0.052724,0.003075,0.024727,0.028865,0.003884,-0.048508,-0.032802
5.108056,-0.000237,0.007115,-0.001994,0.092933,-0.031323,-0.052724,0.003024,0.024790,0.028928,0.004349,-0.048665,-0.033066
5.114056,-0.000269,0.007020,-0.001994,0.092514,-0.031171,-0.052724,0.002963,0.024866,0.029002,0.004904,-0.048852,-0.033382
5.118056,-0.005662,0.012971,0.000997,0.059495,-0.005871,0.008015,0.002922,0.024917,0.029052,0.005142,-0.048876,-0.033350
5.124056,-0.005667,0.012910,0.000997,0.059307,-0.005800,0.008015,0.002861,0.024994,0.029126,0.005498,-0.048910,-0.033302
5.129056,-0.005672,0.012860,0.000997,0.059022,-0.005798,0.008015,0.002810,0.025058,0.029188,0.005793,-0.048939,-0.033262
5.134056,-0.005677,0.012809,0.000997,0.058786,-0.005775,0.008015,0.002759,0.025122,0.029251,0.006087,-0.048968,-0.033222
5.139056,-0.011599,0.002571,-0.001405,0.071598,0.082767,0.008073,0.002707,0.025187,0.029313,0.006445,-0.048554,-0.033182
5.143056,-0.011543,0.002522,-0.001405,0.071360,0.082459,0.008073,0.002666,0.025239,0.029362,0.006730,-0.048225,-0.033149
5.149056,-0.011458,0.002449,-0.001405,0.071036,0.082150,0.008072,0.002603,0.025316,0.029437,0.007157,-0.047732,-0.033101
5.154057,-0.011388,0.002389,-0.001405,0.070743,0.081779,0.008072,0.002551,0.025381,0.029499,0.007510,-0.047323,-0.033061
5.160057,0.032735,-0.012546,-0.010352,-0.060243,-0.186232,0.008014,0.002489,0.025459,0.029573,0.007149,-0.048440,-0.033012
5.165057,0.032577,-0.012494,-0.010351,-0.059955,-0.185365,0.008014,0.002437,0.025523,0.029635,0.006849,-0.049367,-0.032972
5.171057,0.032387,-0.012433,-0.010350,-0.059715,-0.184598,0.008014,0.002377,0.025600,0.029708,0.006491,-0.050475,-0.032924
5.176057,0.041178,0.003171,-0.000758,-0.047150,-0.225520,-0.052831,0.002328,0.025664,0.029770,0.006255,-0.051602,-0.033188
5.181057,0.040986,0.003211,-0.000757,-0.046962,-0.224620,-0.052832,0.002280,0.025728,0.029831,0.006020,-0.052725,-0.033453
5.186057,0.040794,0.003251,-0.000756,-0.046774,-0.223722,-0.052833,0.002233,0.025792,0.029892,0.005786,-0.053844,-0.033717
5.191057,0.040603,0.003291,-0.000755,-0.046586,-0.222829,-0.052835,0.002186,0.025856,0.029953,0.005553,-0.054958,-0.033981
5.196057,-0.010879,0.016431,0.002790,0.075700,0.018598,0.068806,0.002141,0.025920,0.030014,0.005932,-0.054865,-0.033637
5.201057,-0.010863,0.016367,0.002790,0.075398,0.018524,0.068806,0.002095,0.025985,0.030075,0.006309,-0.054772,-0.033293
5.206058,-0.010847,0.016302,0.002790,0.075097,0.018450,0.068805,0.002048,0.026050,0.030137,0.006684,-0.054680,-0.032949
5.211058,-0.010832,0.016238,0.002790,0.074797,0.018377,0.068805,0.002002,0.026115,0.030198,0.007058,-0.054588,-0.032605
5.216058,-0.002408,0.019152,-0.001393,0.088593,0.039680,0.008022,0.001955,0.026181,0.030259,0.007501,-0.054390,-0.032565
5.221058,-0.002374,0.019077,-0.001393,0.088240,0.039521,0.008022,0.001908,0.026248,0.030321,0.007942,-0.054192,-0.032525
5.226058,-0.002341,0.019002,-0.001393,0.087887,0.039363,0.008022,0.001861,0.026315,0.030382,0.008382,-0.053996,-0.032485
5.232058,-0.002300,0.018912,-0.001393,0.087537,0.039183,0.008022,0.001805,0.026396,0.030455,0.008907,-0.053760,-0.032436
5.237058,0.008399,0.011671,0.014186,0.053378,-0.071747,0.008013,0.001758,0.026464,0.030517,0.009174,-0.054119,-0.032396
5.242058,0.008338,0.011625,0.014186,0.053165,-0.071460,0.008013,0.001711,0.026532,0.030578,0.009440,-0.054476,-0.032356
5.247058,0.008277,0.011580,0.014186,0.052953,-0.071174,0.008013,0.001665,0.026600,0.030641,0.009705,-0.054832,-0.032316
5.252059,0.000477,0.012086,-0.001391,0.116264,-0.034671,-0.052721,0.001619,0.026669,0.030703,0.010286,-0.055006,-0.032580
5.258059,0.000442,0.011967,-0.001391,0.115752,-0.034506,-0.052721,0.001563,0.026752,0.030778,0.010980,-0.055213,-0.032896
5.262059,0.000418,0.011889,-0.001391,0.115292,-0.034392,-0.052721,0.001526,0.026808,0.030827,0.011442,-0.055350,-0.033107
5.268059,0.000383,0.011771,-0.001391,0.114828,-0.034230,-0.052721,0.001470,0.026891,0.030902,0.012131,-0.055556,-0.033423
5.273059,-0.031810,0.013479,0.006364,0.122784,0.177467,-0.052709,0.001424,0.026961,0.030964,0.012744,-0.054668,-0.033687
5.278059,-0.031658,0.013375,0.006366,0.122294,0.176758,-0.052709,0.001376,0.027032,0.031026,0.013356,-0.053785,-0.033950
5.283059,-0.031508,0.013270,0.006366,0.121805,0.176052,-0.052710,0.001328,0.027102,0.031089,0.013965,-0.052904,-0.034214
5.287059,-0.031387,0.013187,0.006367,0.121366,0.175371,-0.052711,0.001289,0.027159,0.031139,0.014450,-0.052203,-0.034425
5.292059,-0.031349,0.004836,0.009359,-0.039447,0.053741,0.007940,0.001239,0.027230,0.031202,0.014253,-0.051934,-0.034385
5.298059,-0.031294,0.004877,0.009359,-0.039239,0.053602,0.007941,0.001178,0.027316,0.031278,0.014018,-0.051612,-0.034337
5.302060,-0.031257,0.004904,0.009359,-0.039150,0.053196,0.007941,0.001137,0.027373,0.031328,0.013861,-0.051400,-0.034306
5.307060,-0.031212,0.004937,0.009359,-0.038975,0.053102,0.007942,0.001085,0.027445,0.031392,0.013666,-0.051134,-0.034266
5.311060,-0.013817,0.010882,0.007580,0.049677,0.032307,0.008010,0.001043,0.027502,0.031443,0.013865,-0.051005,-0.034234
5.316060,-0.013790,0.010839,0.007580,0.049520,0.032230,0.008010,0.000990,0.027574,0.031507,0.014113,-0.050844,-0.034194
5.321060,-0.013762,0.010797,0.007580,0.049322,0.032101,0.008010,0.000937,0.027646,0.031571,0.014359,-0.050683,-0.034154
5.326060,-0.013735,0.010755,0.007580,0.049125,0.031973,0.008010,0.000883,0.027719,0.031635,0.014605,-0.050523,-0.034114
5.331060,-0.007194,0.008325,0.000997,0.037726,-0.059452,0.007994,0.000829,0.027792,0.031700,0.014793,-0.050821,-0.034074
5.336061,-0.007245,0.008292,0.000997,0.037576,-0.059214,0.007994,0.000775,0.027865,0.031764,0.014981,-0.051117,-0.034034
5.341061,-0.007295,0.008260,0.000997,0.037426,-0.058976,0.007993,0.000721,0.027938,0.031829,0.015168,-0.051412,-0.033994
5.346061,-0.011465,0.001672,-0.007392,0.006514,0.021403,0.068801,0.000667,0.028011,0.031893,0.015201,-0.051305,-0.033650
5.352061,-0.011443,0.001665,-0.007392,0.006490,0.021344,0.068801,0.000601,0.028099,0.031970,0.015240,-0.051177,-0.033237
5.357061,-0.011425,0.001660,-0.007392,0.006457,0.021216,0.068801,0.000546,0.028172,0.032034,0.015272,-0.051070,-0.032893
5.362061,-0.011407,0.001654,-0.007392,0.006432,0.021131,0.068801,0.000491,0.028246,0.032098,0.015304,-0.050965,-0.032549
5.367061,-0.031623,-0.010373,-0.008611,0.071697,0.176798,-0.052659,0.000435,0.028319,0.032161,0.015663,-0.050081,-0.032812
5.372061,-0.031473,-0.010433,-0.008611,0.071410,0.176092,-0.052661,0.000378,0.028392,0.032225,0.016020,-0.049200,-0.033076
5.377061,-0.031323,-0.010494,-0.008611,0.071124,0.175388,-0.052662,0.000321,0.028465,0.032288,0.016376,-0.048323,-0.033339
5.382061,-0.031173,-0.010555,-0.008610,0.070839,0.174687,-0.052664,0.000262,0.028538,0.032351,0.016730,-0.047450,-0.033602
5.387062,-0.008426,-0.020720,0.003383,-0.037642,0.007079,0.008059,0.000204,0.028610,0.032414,0.016542,-0.047415,-0.033562
5.392062,-0.008420,-0.020688,0.003383,-0.037492,0.007051,0.008059,0.000145,0.028681,0.032477,0.016354,-0.047379,-0.033522
5.397062,-0.008414,-0.020656,0.003383,-0.037343,0.007023,0.008059,0.000086,0.028753,0.032540,0.016167,-0.047344,-0.033481
5.402062,-0.008408,-0.020624,0.003384,-0.037194,0.006995,0.008059,0.000026,0.028823,0.032603,0.015981,-0.047309,-0.033441
5.407062,-0.006614,0.004453,0.023154,0.080346,-0.001478,0.008059,-0.000033,0.028894,0.032666,0.016383,-0.047317,-0.033401
5.412062,-0.006616,0.004384,0.023155,0.080024,-0.001471,0.008059,-0.000093,0.028964,0.032730,0.016783,-0.047324,-0.033361
5.417062,-0.006617,0.004316,0.023155,0.079704,-0.001465,0.008059,-0.000153,0.029035,0.032795,0.017182,-0.047331,-0.033320
5.422062,-0.026892,-0.017751,-0.000225,-0.084545,0.093744,0.008009,-0.000213,0.029105,0.032860,0.016759,-0.046863,-0.033280
5.427063,-0.026812,-0.017679,-0.000224,-0.084207,0.093370,0.008009,-0.000274,0.029175,0.032925,0.016338,-0.046396,-0.033240
5.433063,-0.026716,-0.017593,-0.000224,-0.083870,0.093023,0.008009,-0.000348,0.029258,0.033003,0.015835,-0.045838,-0.033192
5.439063,-0.026621,-0.017507,-0.000224,-0.083468,0.092578,0.008010,-0.000423,0.029341,0.033081,0.015334,-0.045282,-0.033144
5.443063,-0.028350,-0.012675,0.004568,-0.060612,0.100432,-0.052781,-0.000474,0.029396,0.033132,0.015092,-0.044880,-0.033355
5.448063,-0.028264,-0.012623,0.004568,-0.060417,0.100137,-0.052781,-0.000538,0.029464,0.033198,0.014789,-0.044380,-0.033619
5.453063,-0.028179,-0.012571,0.004569,-0.060176,0.099737,-0.052781,-0.000602,0.029532,0.033263,0.014489,-0.043881,-0.033883
5.458063,-0.028094,-0.012520,0.004569,-0.059935,0.099339,-0.052781,-0.000668,0.029600,0.033328,0.014189,-0.043384,-0.034147
5.463063,0.016747,0.000035,-0.013360,-0.001075,-0.111032,-0.052781,-0.000733,0.029668,0.033393,0.014184,-0.043940,-0.034411
5.468063,0.016653,0.000036,-0.013360,-0.001071,-0.110588,-0.052781,-0.000798,0.029735,0.033458,0.014178,-0.044492,-0.034675
5.473063,0.016559,0.000037,-0.013359,-0.001067,-0.110147,-0.052781,-0.000862,0.029803,0.033522,0.014173,-0.045043,-0.034939
5.478064,0.016465,0.000037,-0.013359,-0.001062,-0.109706,-0.052781,-0.000927,0.029870,0.033587,0.014168,-0.045592,-0.035202
