time,esti_x,esti_y,esti_z,esti_a,esti_b,esti_c
0.004000,-0.000000,-0.000000,-0.000001,0.000064,0.000044,-0.000218
0.023000,-0.000008,-0.000007,-0.000039,0.001521,0.000254,-0.000098
0.039000,-0.000022,-0.000019,-0.000117,0.002749,0.000432,0.000003
0.054000,-0.000042,-0.000036,-0.000226,0.002988,0.000597,0.000098
0.069000,-0.000065,-0.000054,-0.000364,0.002315,-0.000148,0.000193
0.084000,-0.000092,-0.000071,-0.000522,0.002554,-0.000894,0.000287
0.099000,-0.000125,-0.000087,-0.000700,0.002792,-0.001640,0.000382
0.114000,-0.000161,-0.000097,-0.000902,0.003031,-0.002386,0.000477
0.129000,-0.000200,-0.000101,-0.001135,0.003270,-0.003132,0.000572
0.144000,-0.000247,-0.000099,-0.001396,0.004421,-0.003878,0.000666
0.159000,-0.000304,-0.000089,-0.001678,0.005572,-0.004624,0.000761
0.174000,-0.000363,-0.000069,-0.001984,0.006722,-0.006282,0.000856
0.190000,-0.000422,-0.000033,-0.002341,0.006977,-0.007077,0.000957
0.206000,-0.000479,0.000021,-0.002736,0.007232,-0.006900,0.001058
0.221000,-0.000531,0.000088,-0.003144,0.007471,-0.006734,0.001153
0.235000,-0.000579,0.000165,-0.003557,0.006843,-0.007430,0.001241
0.250000,-0.000633,0.000260,-0.004031,0.007082,-0.008176,0.000424
0.264000,-0.000685,0.000360,-0.004501,0.007305,-0.008872,0.000512
0.279000,-0.000739,0.000475,-0.005035,0.007544,-0.009618,0.000607
0.294000,-0.000795,0.000597,-0.005604,0.006871,-0.009452,-0.000210
0.308000,-0.000850,0.000715,-0.006169,0.007094,-0.010148,-0.000122
0.323000,-0.000910,0.000847,-0.006816,0.007333,-0.010894,-0.000027
0.337000,-0.000963,0.000974,-0.007455,0.007556,-0.011590,0.000061
0.352000,-0.001016,0.001111,-0.008174,0.007794,-0.011424,0.000156
0.367000,-0.001067,0.001245,-0.008934,0.008033,-0.010347,-0.000661
0.381000,-0.001109,0.001364,-0.009682,0.008257,-0.009340,-0.001423
0.395000,-0.001150,0.001477,-0.010472,0.008479,-0.009186,-0.001335
0.410000,-0.001192,0.001590,-0.011371,0.008718,-0.009020,-0.001240
0.425000,-0.001234,0.001699,-0.012325,0.008957,-0.008854,-0.001145
0.440000,-0.001270,0.001800,-0.013329,0.010108,-0.008688,-0.001050
0.454000,-0.001299,0.001887,-0.014309,0.010331,-0.008533,-0.000962
0.469000,-0.001326,0.001968,-0.015416,0.010570,-0.008367,-0.001779
0.484000,-0.001345,0.002038,-0.016584,0.010809,-0.008201,-0.002596
0.498000,-0.001360,0.002092,-0.017726,0.010181,-0.008046,-0.002507
0.513000,-0.001372,0.002138,-0.018997,0.011331,-0.008792,-0.001501
0.528000,-0.001375,0.002172,-0.020307,0.011570,-0.009538,-0.002318
0.542000,-0.001369,0.002193,-0.021561,0.011793,-0.010234,-0.003081
0.557000,-0.001353,0.002205,-0.022944,0.011121,-0.010067,-0.003898
0.572000,-0.001337,0.002205,-0.024370,0.011359,-0.009901,-0.003803
0.587000,-0.001327,0.002194,-0.025836,0.011598,-0.009736,-0.003708
0.601000,-0.001323,0.002176,-0.027238,0.011821,-0.011283,-0.003620
0.616000,-0.001319,0.002154,-0.028768,0.012972,-0.012029,-0.003525
0.631000,-0.001311,0.002129,-0.030325,0.013211,-0.011863,-0.003430
0.645000,-0.001301,0.002107,-0.031803,0.013434,-0.011708,-0.003342
0.660000,-0.001290,0.002082,-0.033417,0.012761,-0.011542,-0.003247
0.674000,-0.001281,0.002058,-0.034952,0.012984,-0.012238,-0.003159
0.689000,-0.001277,0.002033,-0.036623,0.013222,-0.012984,-0.003064
0.703000,-0.001275,0.002010,-0.038203,0.014296,-0.013680,-0.002976
0.718000,-0.001275,0.001989,-0.039916,0.013624,-0.013514,-0.003793
0.733000,-0.001276,0.001972,-0.041654,0.012951,-0.013348,-0.004610
0.748000,-0.001280,0.001960,-0.043419,0.012278,-0.013182,-0.005427
0.763000,-0.001289,0.001955,-0.045213,0.012517,-0.013928,-0.005333
0.778000,-0.001303,0.001960,-0.047032,0.012756,-0.014673,-0.006150
0.792000,-0.001318,0.001975,-0.048751,0.012979,-0.015370,-0.006062
0.807000,-0.001338,0.002000,-0.050615,0.013217,-0.016116,-0.005967
0.822000,-0.001359,0.002036,-0.052507,0.012545,-0.015949,-0.006784
0.836000,-0.001380,0.002077,-0.054305,0.011916,-0.015795,-0.005845
0.851000,-0.001405,0.002132,-0.056268,0.011243,-0.015629,-0.004838
0.865000,-0.001431,0.002194,-0.058131,0.010615,-0.015474,-0.005601
0.880000,-0.001458,0.002271,-0.060156,0.009942,-0.015307,-0.006418
0.895000,-0.001485,0.002358,-0.062209,0.010181,-0.015141,-0.006323
0.910000,-0.001515,0.002455,-0.064296,0.010420,-0.014976,-0.006229
0.926000,-0.001548,0.002566,-0.066565,0.008730,-0.014798,-0.006128
0.941000,-0.001580,0.002673,-0.068735,0.008057,-0.014632,-0.006945
0.955999,-0.001617,0.002784,-0.070945,0.008296,-0.014466,-0.006850
0.970999,-0.001661,0.002897,-0.073196,0.008535,-0.014300,-0.006755
0.985999,-0.001708,0.003007,-0.075488,0.008773,-0.014135,-0.005749
1.000999,-0.001755,0.003112,-0.077829,0.009012,-0.013968,-0.006566
1.015000,-0.001799,0.003205,-0.080064,0.008384,-0.012962,-0.006477
1.029999,-0.001845,0.003297,-0.082515,0.007712,-0.011885,-0.006383
1.044999,-0.001893,0.003379,-0.085021,0.007038,-0.012630,-0.006288
1.059000,-0.001935,0.003447,-0.087405,0.006410,-0.013326,-0.006200
1.074000,-0.001974,0.003511,-0.090008,0.005737,-0.014072,-0.006105
1.088000,-0.002008,0.003561,-0.092481,0.005960,-0.013917,-0.006017
1.103000,-0.002044,0.003603,-0.095182,0.006199,-0.013751,-0.005922
1.118000,-0.002078,0.003636,-0.097934,0.006438,-0.014497,-0.005827
1.132000,-0.002111,0.003659,-0.100546,0.006661,-0.015194,-0.005739
1.147000,-0.002151,0.003676,-0.103385,0.007811,-0.016851,-0.006556
1.161000,-0.002189,0.003682,-0.106072,0.008034,-0.017548,-0.006467
1.176000,-0.002223,0.003679,-0.108990,0.008273,-0.018294,-0.006373
1.190000,-0.002253,0.003665,-0.111752,0.009347,-0.018139,-0.007135
1.205000,-0.002289,0.003639,-0.114748,0.009586,-0.018885,-0.007040
1.220000,-0.002328,0.003607,-0.117770,0.009825,-0.018719,-0.006945
1.234000,-0.002365,0.003573,-0.120612,0.010048,-0.018564,-0.006857
1.249000,-0.002403,0.003532,-0.123681,0.010287,-0.019310,-0.007674
1.264000,-0.002445,0.003487,-0.126776,0.010526,-0.019144,-0.007579
1.278000,-0.002494,0.003440,-0.129690,0.010749,-0.018989,-0.007491
1.293000,-0.002557,0.003384,-0.132841,0.010988,-0.019735,-0.007396
1.308000,-0.002626,0.003327,-0.136020,0.011227,-0.019569,-0.008213
1.322000,-0.002693,0.003277,-0.139004,0.010598,-0.020265,-0.008125
1.337000,-0.002765,0.003232,-0.142218,0.009925,-0.021011,-0.008030
1.351000,-0.002836,0.003198,-0.145236,0.010148,-0.020856,-0.007942
1.366000,-0.002916,0.003174,-0.148496,0.010387,-0.020690,-0.008759
1.381000,-0.002993,0.003162,-0.151787,0.009714,-0.020524,-0.008664
1.396000,-0.003067,0.003160,-0.155108,0.009041,-0.020357,-0.008570
1.410000,-0.003134,0.003168,-0.158232,0.009264,-0.021054,-0.008481
1.425000,-0.003205,0.003187,-0.161606,0.009503,-0.020888,-0.008386
1.439000,-0.003268,0.003217,-0.164785,0.009726,-0.020733,-0.008298
1.454000,-0.003333,0.003263,-0.168226,0.009965,-0.020567,-0.009115
1.469000,-0.003400,0.003322,-0.171707,0.010204,-0.020401,-0.009020
1.484000,-0.003472,0.003390,-0.175224,0.009531,-0.021147,-0.009838
1.498000,-0.003550,0.003462,-0.178537,0.008903,-0.021842,-0.010600
1.513000,-0.003635,0.003546,-0.182116,0.009143,-0.020765,-0.011417
1.527000,-0.003714,0.003631,-0.185489,0.009366,-0.020610,-0.012180
1.542000,-0.003801,0.003727,-0.189143,0.009605,-0.020444,-0.012997
1.556000,-0.003887,0.003822,-0.192593,0.008126,-0.020288,-0.012909
1.571000,-0.003982,0.003925,-0.196333,0.007453,-0.020122,-0.013726
1.586000,-0.004081,0.004027,-0.200115,0.007692,-0.020868,-0.014543
1.600000,-0.004181,0.004121,-0.203679,0.007915,-0.021564,-0.015306
1.615000,-0.004291,0.004220,-0.207540,0.007243,-0.021398,-0.016123
1.630000,-0.004400,0.004313,-0.211457,0.006570,-0.022143,-0.016029
1.644000,-0.004500,0.004392,-0.215165,0.006793,-0.022840,-0.016792
1.659000,-0.004605,0.004469,-0.219195,0.007032,-0.023585,-0.017609
1.674000,-0.004707,0.004536,-0.223276,0.007271,-0.024331,-0.018426
1.688000,-0.004798,0.004588,-0.227128,0.005791,-0.025027,-0.018338
1.704000,-0.004894,0.004637,-0.231580,0.004100,-0.025822,-0.018238
1.719000,-0.004976,0.004670,-0.235803,0.004340,-0.025656,-0.019055
1.733000,-0.005052,0.004689,-0.239791,0.003712,-0.025501,-0.018967
1.748000,-0.005138,0.004695,-0.244102,0.003950,-0.026247,-0.017960
1.763000,-0.005229,0.004686,-0.248446,0.004188,-0.026993,-0.016953
1.777000,-0.005314,0.004668,-0.252530,0.004411,-0.026838,-0.016865
1.792000,-0.005406,0.004638,-0.256938,0.003738,-0.025760,-0.016770
1.807000,-0.005502,0.004603,-0.261382,0.003977,-0.024683,-0.016675
1.822000,-0.005604,0.004566,-0.265864,0.004216,-0.023605,-0.016580
1.836000,-0.005706,0.004528,-0.270078,0.005290,-0.024301,-0.016491
1.851000,-0.005818,0.004481,-0.274618,0.006441,-0.024136,-0.016396
1.866000,-0.005934,0.004427,-0.279179,0.007592,-0.023970,-0.016301
1.881000,-0.006054,0.004368,-0.283762,0.007831,-0.023804,-0.016206
1.896000,-0.006177,0.004310,-0.288371,0.008070,-0.023638,-0.016111
1.916000,-0.006348,0.004235,-0.294561,0.007172,-0.023417,-0.015985
1.931000,-0.006479,0.004186,-0.299233,0.007411,-0.024163,-0.016802
1.946000,-0.006612,0.004146,-0.303925,0.007650,-0.024908,-0.017619
1.961000,-0.006746,0.004117,-0.308638,0.007890,-0.024742,-0.018436
1.975000,-0.006873,0.004100,-0.313060,0.008113,-0.024588,-0.018348
1.990000,-0.007014,0.004091,-0.317827,0.008352,-0.024422,-0.019165
2.005000,-0.007162,0.004090,-0.322627,0.008591,-0.024256,-0.019982
2.019000,-0.007305,0.004098,-0.327134,0.008814,-0.024101,-0.020744
2.034000,-0.007459,0.004121,-0.331986,0.009053,-0.023935,-0.020649
2.048000,-0.007599,0.004157,-0.336536,0.009276,-0.023780,-0.020561
2.063000,-0.007747,0.004211,-0.341440,0.008604,-0.022702,-0.020466
2.078000,-0.007897,0.004281,-0.346383,0.007930,-0.023448,-0.020372
2.092000,-0.008036,0.004358,-0.351030,0.006451,-0.024143,-0.020284
2.107000,-0.008182,0.004450,-0.356042,0.004866,-0.024889,-0.020190
2.122000,-0.008325,0.004554,-0.361085,0.005104,-0.025634,-0.020095
2.137001,-0.008465,0.004665,-0.366159,0.004431,-0.025468,-0.020001
2.151000,-0.008597,0.004776,-0.370928,0.003803,-0.025313,-0.019913
2.165000,-0.008730,0.004891,-0.375731,0.002324,-0.025158,-0.019825
2.180001,-0.008871,0.005016,-0.380923,0.002562,-0.026816,-0.019730
2.195001,-0.009011,0.005140,-0.386164,0.002801,-0.027562,-0.020547
2.209001,-0.009140,0.005253,-0.391094,0.003024,-0.028258,-0.021310
2.224001,-0.009279,0.005373,-0.396421,0.003263,-0.028092,-0.021215
2.238001,-0.009404,0.005481,-0.401440,0.003487,-0.027086,-0.021126
2.253001,-0.009535,0.005587,-0.406873,0.004638,-0.026920,-0.021943
2.267001,-0.009655,0.005675,-0.411998,0.005712,-0.026766,-0.022705
2.282001,-0.009785,0.005755,-0.417542,0.005039,-0.027511,-0.023522
2.296001,-0.009909,0.005820,-0.422759,0.005262,-0.028208,-0.024285
2.311001,-0.010049,0.005881,-0.428389,0.005501,-0.028953,-0.025102
2.326001,-0.010190,0.005932,-0.434063,0.004828,-0.029699,-0.025008
2.340001,-0.010319,0.005971,-0.439405,0.005051,-0.029544,-0.024068
2.355001,-0.010457,0.006001,-0.445174,0.004377,-0.031202,-0.023974
2.369001,-0.010584,0.006018,-0.450593,0.003748,-0.032749,-0.023886
2.384001,-0.010723,0.006027,-0.456434,0.003986,-0.034407,-0.022879
2.399001,-0.010864,0.006026,-0.462305,0.004224,-0.034241,-0.022784
2.413001,-0.010994,0.006012,-0.467807,0.004447,-0.034086,-0.022695
2.428001,-0.011135,0.005987,-0.473731,0.005599,-0.033009,-0.022600
2.442001,-0.011271,0.005956,-0.479290,0.004970,-0.032854,-0.022512
2.457001,-0.011425,0.005918,-0.485273,0.006121,-0.032688,-0.022416
2.472001,-0.011588,0.005874,-0.491280,0.007272,-0.032523,-0.022321
2.486001,-0.011746,0.005830,-0.496906,0.006644,-0.032367,-0.023084
2.501001,-0.011917,0.005785,-0.502956,0.005971,-0.032201,-0.022990
2.516001,-0.012093,0.005744,-0.509035,0.005299,-0.032035,-0.023807
2.530001,-0.012260,0.005709,-0.514739,0.004671,-0.031880,-0.024570
2.545002,-0.012446,0.005679,-0.520877,0.003998,-0.031713,-0.024476
2.559001,-0.012623,0.005661,-0.526626,0.004221,-0.032410,-0.024387
2.574002,-0.012808,0.005652,-0.532807,0.004459,-0.033156,-0.024292
2.588001,-0.012979,0.005653,-0.538597,0.003831,-0.033851,-0.024204
2.603002,-0.013164,0.005667,-0.544830,0.004069,-0.034597,-0.024109
2.618002,-0.013353,0.005696,-0.551096,0.004308,-0.034432,-0.024014
2.633002,-0.013544,0.005738,-0.557392,0.004547,-0.034266,-0.023920
2.647002,-0.013725,0.005791,-0.563295,0.003920,-0.034110,-0.024683
2.662002,-0.013920,0.005861,-0.569649,0.004159,-0.033945,-0.024588
2.677002,-0.014115,0.005946,-0.576035,0.004397,-0.033779,-0.024493
2.692002,-0.014309,0.006046,-0.582458,0.005548,-0.033613,-0.024397
2.707002,-0.014502,0.006156,-0.588923,0.005787,-0.033447,-0.024302
2.723002,-0.014706,0.006282,-0.595868,0.005070,-0.033270,-0.026147
2.738002,-0.014900,0.006410,-0.602426,0.004398,-0.033103,-0.027876
2.752002,-0.015085,0.006535,-0.608584,0.003771,-0.032948,-0.028639
2.767002,-0.015289,0.006672,-0.615222,0.002186,-0.032781,-0.028545
2.782002,-0.015493,0.006810,-0.621907,0.001513,-0.033527,-0.028451
2.796002,-0.015682,0.006940,-0.628194,0.000884,-0.034223,-0.028363
2.811002,-0.015883,0.007076,-0.634980,0.000211,-0.034968,-0.028269
2.825002,-0.016069,0.007195,-0.641357,0.001284,-0.035665,-0.028180
2.840003,-0.016266,0.007315,-0.648235,0.002435,-0.036412,-0.028084
2.855003,-0.016460,0.007428,-0.655158,0.002673,-0.037158,-0.027989
2.869003,-0.016639,0.007524,-0.661664,0.002897,-0.037003,-0.028752
2.884003,-0.016827,0.007615,-0.668690,0.002224,-0.036836,-0.028657
2.899003,-0.017006,0.007696,-0.675773,0.001551,-0.036670,-0.028563
2.913003,-0.017169,0.007762,-0.682429,0.001773,-0.037366,-0.028475
2.928003,-0.017342,0.007820,-0.689602,0.002012,-0.038112,-0.029292
2.942003,-0.017502,0.007865,-0.696336,0.001385,-0.037957,-0.030055
2.957003,-0.017672,0.007906,-0.703597,0.000712,-0.037791,-0.030872
2.971003,-0.017834,0.007934,-0.710416,0.000936,-0.036785,-0.030784
2.985003,-0.018001,0.007951,-0.717271,0.001159,-0.036630,-0.030695
2.999003,-0.018173,0.007960,-0.724159,0.001382,-0.036475,-0.030606
3.014003,-0.018363,0.007963,-0.731568,0.001620,-0.037221,-0.030511
3.028003,-0.018543,0.007956,-0.738505,0.000992,-0.037917,-0.030423
3.043003,-0.018736,0.007939,-0.745965,0.000319,-0.037751,-0.030329
3.057003,-0.018919,0.007920,-0.752960,-0.000309,-0.037596,-0.030241
3.072003,-0.019119,0.007896,-0.760485,0.000840,-0.038342,-0.029234
3.086003,-0.019312,0.007872,-0.767534,0.001915,-0.039039,-0.029996
3.100003,-0.019516,0.007845,-0.774601,0.002989,-0.039736,-0.030758
3.115003,-0.019744,0.007818,-0.782195,0.003227,-0.039570,-0.029751
3.130003,-0.019975,0.007794,-0.789817,0.003466,-0.039404,-0.029656
3.144003,-0.020189,0.007777,-0.796959,0.003690,-0.038398,-0.031269
3.159003,-0.020418,0.007768,-0.804642,0.003931,-0.037320,-0.032998
3.174003,-0.020647,0.007769,-0.812355,0.004171,-0.037154,-0.033815
3.189003,-0.020878,0.007785,-0.820096,0.004408,-0.037900,-0.032808
3.203003,-0.021091,0.007815,-0.827342,0.004630,-0.038597,-0.031869
3.219003,-0.021336,0.007865,-0.835653,0.004885,-0.038420,-0.031767
3.233003,-0.021550,0.007919,-0.842955,0.005108,-0.039116,-0.031679
3.248003,-0.021780,0.007991,-0.850810,0.004434,-0.038950,-0.030673
3.262003,-0.021994,0.008073,-0.858171,0.003805,-0.038795,-0.029734
3.277003,-0.022223,0.008174,-0.866085,0.004956,-0.038629,-0.028726
3.292003,-0.022453,0.008288,-0.874028,0.004283,-0.038463,-0.028632
3.306003,-0.022668,0.008405,-0.881477,0.004506,-0.037457,-0.028543
3.321003,-0.022900,0.008539,-0.889498,0.004745,-0.036380,-0.028448
3.335003,-0.023118,0.008673,-0.897025,0.004117,-0.037075,-0.028360
3.350003,-0.023353,0.008824,-0.905129,0.003444,-0.036909,-0.028266
3.365004,-0.023595,0.008983,-0.913271,0.002771,-0.036743,-0.028172
3.379004,-0.023826,0.009133,-0.920905,0.002994,-0.037439,-0.028934
3.394004,-0.024074,0.009293,-0.929127,0.003233,-0.037273,-0.028839
3.408004,-0.024301,0.009441,-0.936847,0.003456,-0.037118,-0.028751
3.423004,-0.024540,0.009595,-0.945170,0.003695,-0.036953,-0.028656
3.438004,-0.024775,0.009743,-0.953547,0.003934,-0.037699,-0.029473
3.452004,-0.024992,0.009874,-0.961407,0.004157,-0.038395,-0.030235
3.467004,-0.025220,0.010005,-0.969870,0.004396,-0.039141,-0.031052
3.482004,-0.025446,0.010124,-0.978382,0.003723,-0.038974,-0.030958
3.496004,-0.025658,0.010223,-0.986375,0.003945,-0.038820,-0.030018
3.511004,-0.025886,0.010317,-0.994993,0.005096,-0.039566,-0.029923
3.526004,-0.026115,0.010397,-1.003667,0.006246,-0.040313,-0.029827
3.540004,-0.026332,0.010460,-1.011806,0.006469,-0.041009,-0.029739
3.555004,-0.026566,0.010515,-1.020564,0.006707,-0.040843,-0.029644
3.569004,-0.026785,0.010555,-1.028772,0.006080,-0.040688,-0.030407
3.584004,-0.027016,0.010588,-1.037605,0.005408,-0.040521,-0.031224
3.599004,-0.027249,0.010611,-1.046475,0.005646,-0.041267,-0.031129
3.615004,-0.027508,0.010624,-1.055971,0.006873,-0.042064,-0.031028
3.629004,-0.027744,0.010628,-1.064304,0.007947,-0.042760,-0.030938
3.645004,-0.028021,0.010627,-1.073853,0.009174,-0.043557,-0.030837
3.660004,-0.028282,0.010623,-1.082833,0.010324,-0.043391,-0.030741
3.674004,-0.028527,0.010620,-1.091241,0.009696,-0.043236,-0.029802
3.689004,-0.028796,0.010617,-1.100278,0.009022,-0.043070,-0.028796
3.704005,-0.029073,0.010613,-1.109345,0.009261,-0.043816,-0.029613
3.718004,-0.029337,0.010614,-1.117829,0.011187,-0.042811,-0.029523
3.733005,-0.029625,0.010623,-1.126940,0.011425,-0.043557,-0.029428
3.747005,-0.029896,0.010641,-1.135464,0.011648,-0.044253,-0.029339
3.762005,-0.030191,0.010669,-1.144624,0.010975,-0.044087,-0.029245
3.777005,-0.030492,0.010709,-1.153813,0.011213,-0.044833,-0.029150
3.792005,-0.030800,0.010764,-1.163028,0.011451,-0.045579,-0.029056
3.807005,-0.031113,0.010833,-1.172268,0.013514,-0.045414,-0.028959
3.822005,-0.031429,0.010914,-1.181533,0.013752,-0.046160,-0.028864
3.836005,-0.031722,0.011003,-1.190205,0.012274,-0.046005,-0.029628
3.851005,-0.032033,0.011111,-1.199524,0.010690,-0.045838,-0.030446
3.865005,-0.032323,0.011225,-1.208249,0.010913,-0.045683,-0.030358
3.880005,-0.032635,0.011359,-1.217628,0.011152,-0.046429,-0.031175
3.895005,-0.032950,0.011504,-1.227037,0.011391,-0.047175,-0.031992
3.909005,-0.033245,0.011648,-1.235845,0.011614,-0.047871,-0.032754
3.923005,-0.033541,0.011798,-1.244683,0.010986,-0.047715,-0.032667
3.938005,-0.033860,0.011966,-1.254195,0.011225,-0.047550,-0.032572
3.953005,-0.034188,0.012143,-1.263752,0.011464,-0.047384,-0.032477
3.968005,-0.034520,0.012325,-1.273355,0.010791,-0.047217,-0.032382
3.983006,-0.034851,0.012505,-1.283000,0.011030,-0.047963,-0.033199
3.998006,-0.035184,0.012682,-1.292684,0.011269,-0.047798,-0.033104
4.012006,-0.035498,0.012843,-1.301760,0.011492,-0.047643,-0.033016
4.027006,-0.035833,0.013010,-1.311530,0.010819,-0.047476,-0.032921
4.041006,-0.036145,0.013159,-1.320697,0.010191,-0.048172,-0.033685
4.056005,-0.036482,0.013309,-1.330575,0.009518,-0.048917,-0.034503
4.071005,-0.036820,0.013446,-1.340505,0.008845,-0.049663,-0.034409
4.086005,-0.037158,0.013566,-1.350484,0.009084,-0.049497,-0.034314
4.101005,-0.037496,0.013672,-1.360511,0.010234,-0.048420,-0.033306
4.116005,-0.037834,0.013764,-1.370586,0.011385,-0.047343,-0.032298
4.130005,-0.038149,0.013837,-1.380035,0.011607,-0.047189,-0.031358
4.145005,-0.038485,0.013901,-1.390210,0.011847,-0.047023,-0.032175
4.160005,-0.038822,0.013953,-1.400424,0.012086,-0.047768,-0.032992
4.175004,-0.039155,0.013992,-1.410670,0.012325,-0.048514,-0.033809
4.190004,-0.039486,0.014021,-1.420951,0.012564,-0.048348,-0.033714
4.205004,-0.039819,0.014039,-1.431270,0.011891,-0.048182,-0.033620
4.219004,-0.040137,0.014044,-1.440937,0.011263,-0.048027,-0.033532
4.234004,-0.040489,0.014041,-1.451329,0.012414,-0.048773,-0.034348
4.248004,-0.040826,0.014031,-1.461054,0.013488,-0.049470,-0.035110
4.263004,-0.041195,0.014019,-1.471496,0.013726,-0.050216,-0.034104
4.278004,-0.041570,0.014007,-1.481961,0.013963,-0.050962,-0.033097
4.293004,-0.041953,0.013999,-1.492452,0.013291,-0.050796,-0.033915
4.307003,-0.042316,0.013994,-1.502269,0.012663,-0.050641,-0.033827
4.322003,-0.042711,0.013993,-1.512815,0.012901,-0.050475,-0.032820
4.336003,-0.043079,0.013999,-1.522681,0.013123,-0.050320,-0.031880
4.351003,-0.043475,0.014014,-1.533275,0.014273,-0.051067,-0.030873
4.366003,-0.043876,0.014044,-1.543895,0.013600,-0.050901,-0.030778
4.380003,-0.044254,0.014087,-1.553834,0.012972,-0.050746,-0.030690
4.395003,-0.044662,0.014146,-1.564517,0.013210,-0.050580,-0.029684
4.410003,-0.045075,0.014214,-1.575234,0.014360,-0.050415,-0.029588
4.424003,-0.045463,0.014286,-1.585263,0.015433,-0.051112,-0.028647
4.439003,-0.045880,0.014377,-1.596035,0.016583,-0.051858,-0.027640
4.454002,-0.046302,0.014483,-1.606835,0.016822,-0.052604,-0.028457
4.468002,-0.046701,0.014593,-1.616943,0.017045,-0.053300,-0.028369
4.483002,-0.047129,0.014721,-1.627806,0.017283,-0.054047,-0.028274
4.498002,-0.047562,0.014860,-1.638706,0.017523,-0.053880,-0.029091
4.512002,-0.047970,0.014997,-1.648914,0.017745,-0.054577,-0.029002
4.527002,-0.048409,0.015148,-1.659886,0.017984,-0.054411,-0.028907
4.542002,-0.048851,0.015304,-1.670893,0.018223,-0.054245,-0.028812
4.557002,-0.049293,0.015464,-1.681939,0.018463,-0.054079,-0.029629
4.571002,-0.049709,0.015612,-1.692292,0.017835,-0.053924,-0.029541
4.586001,-0.050161,0.015770,-1.703432,0.017161,-0.054669,-0.029447
4.601001,-0.050621,0.015928,-1.714616,0.016488,-0.055415,-0.029353
4.617001,-0.051117,0.016092,-1.726593,0.015769,-0.055238,-0.028280
4.632001,-0.051581,0.016238,-1.737869,0.015096,-0.055072,-0.028186
4.647001,-0.052046,0.016373,-1.749196,0.014423,-0.054905,-0.028092
4.661001,-0.052478,0.016491,-1.759816,0.014646,-0.054751,-0.028003
4.676001,-0.052942,0.016606,-1.771250,0.015796,-0.055497,-0.027908
4.691000,-0.053410,0.016708,-1.782735,0.015124,-0.056242,-0.028726
4.706000,-0.053882,0.016799,-1.794268,0.014451,-0.056988,-0.029544
4.721000,-0.054355,0.016878,-1.805847,0.014689,-0.057734,-0.029449
4.736000,-0.054826,0.016942,-1.817471,0.014928,-0.057568,-0.029354
4.751000,-0.055298,0.016994,-1.829143,0.015167,-0.057402,-0.029259
4.766000,-0.055770,0.017035,-1.840863,0.015406,-0.057236,-0.029164
4.781000,-0.056241,0.017065,-1.852629,0.015645,-0.057982,-0.029981
4.795000,-0.056681,0.017082,-1.863641,0.015870,-0.058678,-0.031594
4.809999,-0.057159,0.017090,-1.875463,0.016110,-0.059423,-0.033323
4.823999,-0.057609,0.017089,-1.886522,0.016333,-0.059269,-0.033235
4.838999,-0.058091,0.017079,-1.898404,0.016572,-0.059103,-0.033140
4.853999,-0.058575,0.017061,-1.910319,0.016810,-0.058937,-0.033044
4.867999,-0.059030,0.017040,-1.921467,0.017033,-0.058782,-0.032956
4.882999,-0.059525,0.017016,-1.933437,0.017272,-0.059528,-0.032861
4.897999,-0.060029,0.016996,-1.945430,0.017511,-0.059363,-0.032766
4.911999,-0.060505,0.016982,-1.956648,0.018584,-0.059209,-0.031825
4.925999,-0.060984,0.016972,-1.967894,0.019657,-0.059055,-0.030885
4.940999,-0.061502,0.016967,-1.979973,0.019895,-0.058889,-0.029878
4.955998,-0.062027,0.016968,-1.992082,0.020133,-0.059635,-0.029783
4.969998,-0.062523,0.016977,-2.003411,0.020356,-0.060331,-0.029694
4.984998,-0.063059,0.016994,-2.015575,0.020594,-0.061077,-0.029600
4.998998,-0.063561,0.017019,-2.026951,0.021668,-0.061774,-0.029510
5.013998,-0.064100,0.017059,-2.039170,0.020994,-0.062520,-0.029417
5.028998,-0.064646,0.017111,-2.051424,0.020321,-0.063265,-0.029323
5.043998,-0.065195,0.017176,-2.063710,0.020557,-0.064924,-0.027405
5.058998,-0.065747,0.017254,-2.076023,0.020794,-0.065670,-0.026398
5.073997,-0.066304,0.017345,-2.088360,0.021031,-0.066417,-0.025391
5.087997,-0.066825,0.017442,-2.099898,0.021254,-0.066262,-0.025303
5.102997,-0.067388,0.017556,-2.112294,0.021494,-0.066096,-0.026119
5.117997,-0.067956,0.017675,-2.124734,0.020821,-0.065930,-0.026025
5.131997,-0.068489,0.017790,-2.136387,0.020193,-0.065774,-0.025938
5.146997,-0.069063,0.017917,-2.148913,0.019520,-0.066520,-0.025844
5.160997,-0.069603,0.018040,-2.160638,0.019743,-0.066365,-0.025755
5.175997,-0.070180,0.018171,-2.173244,0.018159,-0.065286,-0.026574
5.190997,-0.070751,0.018301,-2.185898,0.016576,-0.064208,-0.027392
5.204997,-0.071280,0.018419,-2.197756,0.016800,-0.064053,-0.028155
5.219996,-0.071845,0.018539,-2.210509,0.016128,-0.063886,-0.028972
5.233996,-0.072374,0.018646,-2.222454,0.015500,-0.063731,-0.029736
5.248996,-0.072940,0.018755,-2.235297,0.015739,-0.063565,-0.029641
5.263996,-0.073508,0.018856,-2.248188,0.015978,-0.063399,-0.029546
