time,esti_x,esti_y,esti_z,esti_a,esti_b,esti_c
27.569761,-7.474007,-1.126173,-62.635574,0.049676,-0.333140,-0.174923
27.585762,-7.487218,-1.128128,-62.708496,0.049937,-0.332963,-0.175793
27.600761,-7.499617,-1.129948,-62.776890,0.050181,-0.332797,-0.176609
27.614761,-7.511201,-1.131634,-62.840755,0.049553,-0.332640,-0.176524
27.629761,-7.523629,-1.133425,-62.909218,0.049794,-0.333386,-0.177340
27.644760,-7.536073,-1.135200,-62.977715,0.050035,-0.334132,-0.178157
27.658760,-7.547699,-1.136843,-63.041672,0.050261,-0.334828,-0.178918
27.673759,-7.560164,-1.138594,-63.110229,0.050513,-0.333750,-0.180645
27.688759,-7.572637,-1.140337,-63.178829,0.049845,-0.333581,-0.181466
27.702759,-7.584290,-1.141956,-63.242893,0.049222,-0.333423,-0.182232
27.717758,-7.596785,-1.143682,-63.311577,0.049461,-0.333258,-0.182136
27.732758,-7.609290,-1.145403,-63.380299,0.050609,-0.334008,-0.182035
27.747757,-7.621809,-1.147125,-63.449051,0.049936,-0.333840,-0.181944
27.761757,-7.633508,-1.148736,-63.513252,0.049308,-0.333683,-0.181859
27.776756,-7.646055,-1.150466,-63.582077,0.048635,-0.333515,-0.181768
27.791756,-7.658614,-1.152202,-63.650951,0.048876,-0.332438,-0.181671
27.805756,-7.670349,-1.153829,-63.715279,0.049102,-0.331433,-0.181580
27.821756,-7.683776,-1.155698,-63.788845,0.048381,-0.332226,-0.181484
27.836756,-7.696375,-1.157460,-63.857864,0.048617,-0.332973,-0.181389
27.851755,-7.708985,-1.159231,-63.926933,0.048861,-0.332807,-0.182204
27.866755,-7.721606,-1.161014,-63.996056,0.049105,-0.332641,-0.183020
27.880754,-7.733394,-1.162690,-64.060623,0.048470,-0.333336,-0.182085
27.895754,-7.746029,-1.164499,-64.129852,0.048708,-0.333171,-0.181988
27.910753,-7.758674,-1.166322,-64.199127,0.048033,-0.333915,-0.181898
27.925753,-7.771340,-1.168160,-64.268440,0.047357,-0.334659,-0.181808
27.939753,-7.783177,-1.169884,-64.333176,0.048428,-0.335358,-0.181714
27.954752,-7.795872,-1.171739,-64.402580,0.048667,-0.335193,-0.181617
27.968752,-7.807737,-1.173478,-64.467400,0.048890,-0.335039,-0.181528
27.983751,-7.820465,-1.175348,-64.536888,0.049129,-0.334874,-0.181431
27.998751,-7.833209,-1.177227,-64.606407,0.050276,-0.335624,-0.181330
28.013750,-7.845970,-1.179113,-64.675949,0.051429,-0.336372,-0.182141
28.028749,-7.858752,-1.181004,-64.745514,0.052583,-0.337121,-0.182952
28.042749,-7.870698,-1.182773,-64.810463,0.052806,-0.336967,-0.182863
28.057749,-7.883517,-1.184670,-64.880081,0.052133,-0.336799,-0.182772
28.072748,-7.896359,-1.186570,-64.949738,0.051460,-0.336631,-0.182681
28.087748,-7.909221,-1.188468,-65.019424,0.052607,-0.337381,-0.182580
28.102747,-7.922098,-1.190364,-65.089134,0.053752,-0.339042,-0.182480
28.116747,-7.934130,-1.192128,-65.154221,0.053972,-0.339739,-0.182391
28.131746,-7.947037,-1.194009,-65.223976,0.054208,-0.340486,-0.182295
28.145746,-7.959100,-1.195758,-65.289108,0.054436,-0.340331,-0.183056
28.160746,-7.972040,-1.197627,-65.358925,0.054675,-0.340166,-0.182960
28.175745,-7.984994,-1.199488,-65.428764,0.054914,-0.340001,-0.182864
28.189745,-7.997095,-1.201215,-65.493973,0.055137,-0.339847,-0.182774
28.204744,-8.010071,-1.203053,-65.563858,0.055378,-0.340593,-0.183590
28.219744,-8.023056,-1.204876,-65.633774,0.055617,-0.340427,-0.183494
28.234743,-8.036050,-1.206682,-65.703720,0.055856,-0.340262,-0.183397
28.248743,-8.048190,-1.208352,-65.769043,0.056079,-0.340108,-0.183308
28.263742,-8.061216,-1.210131,-65.839058,0.055403,-0.340852,-0.183218
28.278742,-8.074261,-1.211902,-65.909103,0.055644,-0.341598,-0.184034
28.293741,-8.087321,-1.213664,-65.979179,0.055886,-0.342344,-0.184850
28.308741,-8.100395,-1.215416,-66.049294,0.056125,-0.342179,-0.184754
28.323740,-8.113480,-1.217162,-66.119446,0.056363,-0.342014,-0.184658
28.337740,-8.125703,-1.218791,-66.184967,0.056589,-0.342710,-0.185420
28.352739,-8.138813,-1.220538,-66.255203,0.056830,-0.343456,-0.186236
28.367739,-8.151932,-1.222286,-66.325485,0.057063,-0.345114,-0.186142
28.381739,-8.164184,-1.223917,-66.391113,0.057291,-0.344959,-0.186903
28.396738,-8.177324,-1.225666,-66.461472,0.057535,-0.344793,-0.187718
28.411737,-8.190477,-1.227418,-66.531883,0.056868,-0.344624,-0.188539
28.425737,-8.202765,-1.229060,-66.597649,0.057091,-0.344470,-0.188449
28.440737,-8.215941,-1.230830,-66.668167,0.057324,-0.344306,-0.187441
28.454737,-8.228249,-1.232490,-66.734024,0.057542,-0.344153,-0.186500
28.469736,-8.241446,-1.234281,-66.804634,0.057781,-0.343988,-0.186404
28.483736,-8.253773,-1.235965,-66.870583,0.058009,-0.343833,-0.187165
28.498735,-8.266991,-1.237783,-66.941292,0.058253,-0.343667,-0.187980
28.513735,-8.280219,-1.239616,-67.012062,0.058497,-0.343501,-0.188796
28.527735,-8.292572,-1.241339,-67.078163,0.057866,-0.344195,-0.188712
28.542734,-8.305818,-1.243196,-67.149025,0.058108,-0.344941,-0.189528
28.557734,-8.319077,-1.245065,-67.219933,0.058349,-0.345687,-0.190345
28.571733,-8.331465,-1.246819,-67.286148,0.058577,-0.345532,-0.191106
28.586733,-8.344750,-1.248711,-67.357132,0.057907,-0.344452,-0.191014
28.601732,-8.358052,-1.250618,-67.428154,0.058143,-0.345198,-0.190918
28.616732,-8.371369,-1.252536,-67.499207,0.058379,-0.345945,-0.190823
28.630732,-8.383813,-1.254334,-67.565552,0.058594,-0.346643,-0.189883
28.645731,-8.397161,-1.256268,-67.636658,0.058830,-0.347390,-0.189787
28.660730,-8.410530,-1.258206,-67.707794,0.059066,-0.348137,-0.189692
28.674730,-8.423023,-1.260017,-67.774216,0.059288,-0.347983,-0.189602
28.689730,-8.436423,-1.261958,-67.845406,0.059527,-0.347818,-0.189506
28.704729,-8.449839,-1.263894,-67.916626,0.058851,-0.348561,-0.189416
28.718729,-8.462375,-1.265700,-67.983124,0.058220,-0.349255,-0.189332
28.733728,-8.475820,-1.267631,-68.054390,0.058456,-0.350002,-0.189236
28.748728,-8.489278,-1.269557,-68.125687,0.057783,-0.349834,-0.189146
28.762728,-8.501853,-1.271348,-68.192261,0.058003,-0.350531,-0.189057
28.777727,-8.515343,-1.273261,-68.263618,0.058239,-0.351278,-0.188961
28.793728,-8.529754,-1.275293,-68.339767,0.057527,-0.351098,-0.189837
28.807728,-8.542379,-1.277058,-68.406425,0.056896,-0.351792,-0.189753
28.822727,-8.555919,-1.278933,-68.477867,0.056220,-0.352536,-0.189663
28.836727,-8.568567,-1.280669,-68.544571,0.056435,-0.353233,-0.188723
28.851727,-8.582134,-1.282516,-68.616066,0.055771,-0.352153,-0.189543
28.865726,-8.594812,-1.284230,-68.682823,0.056842,-0.352852,-0.189449
28.880726,-8.608412,-1.286061,-68.754387,0.057990,-0.353602,-0.189348
28.894726,-8.621119,-1.287761,-68.821205,0.059061,-0.354302,-0.189253
28.909725,-8.634746,-1.289572,-68.892830,0.058385,-0.355046,-0.189163
28.924725,-8.648378,-1.291375,-68.964478,0.057709,-0.355789,-0.189074
28.939724,-8.662018,-1.293170,-69.036163,0.057947,-0.355624,-0.188977
28.954723,-8.675666,-1.294962,-69.107887,0.058189,-0.356370,-0.189794
28.969723,-8.689326,-1.296752,-69.179657,0.057513,-0.357114,-0.189704
28.984722,-8.703004,-1.298541,-69.251465,0.056837,-0.357858,-0.189614
28.998722,-8.715784,-1.300211,-69.318520,0.057057,-0.358555,-0.189525
29.013721,-8.729491,-1.302004,-69.390404,0.057296,-0.358390,-0.189428
29.028721,-8.743210,-1.303805,-69.462341,0.056629,-0.358221,-0.190250
29.042721,-8.756024,-1.305493,-69.529533,0.056006,-0.358063,-0.191016
29.057720,-8.769766,-1.307312,-69.601578,0.054421,-0.357892,-0.190931
29.072720,-8.783515,-1.309144,-69.673676,0.052842,-0.357720,-0.191758
29.087719,-8.797266,-1.310994,-69.745819,0.051263,-0.357548,-0.192585
29.101719,-8.810104,-1.312733,-69.813194,0.051485,-0.357394,-0.192495
29.116718,-8.823866,-1.314608,-69.885429,0.050812,-0.357225,-0.192404
29.130718,-8.836719,-1.316374,-69.952896,0.051030,-0.357072,-0.191463
29.145718,-8.850500,-1.318280,-70.025238,0.051263,-0.356908,-0.190455
29.160717,-8.864296,-1.320198,-70.097633,0.050584,-0.358563,-0.190366
29.174717,-8.877186,-1.321998,-70.165230,0.049953,-0.359258,-0.190282
29.189716,-8.891011,-1.323935,-70.237694,0.050192,-0.359092,-0.190185
29.204716,-8.904852,-1.325882,-70.310196,0.050431,-0.358927,-0.190089
29.218716,-8.917786,-1.327706,-70.377899,0.050654,-0.358773,-0.189999
29.233715,-8.931658,-1.329668,-70.450470,0.051798,-0.360435,-0.189898
29.248714,-8.945543,-1.331637,-70.523071,0.052943,-0.362097,-0.189798
29.262714,-8.958514,-1.333482,-70.590858,0.053163,-0.362794,-0.189709
29.277714,-8.972428,-1.335463,-70.663513,0.054311,-0.363543,-0.189607
29.292713,-8.986361,-1.337446,-70.736198,0.053638,-0.363375,-0.189517
29.306713,-8.999378,-1.339296,-70.804070,0.053010,-0.363218,-0.189432
29.321712,-9.013344,-1.341278,-70.876823,0.054160,-0.363056,-0.189330
29.336712,-9.027331,-1.343258,-70.949600,0.053484,-0.363800,-0.189240
29.350712,-9.040403,-1.345105,-71.017548,0.053710,-0.364496,-0.190002
29.365711,-9.054422,-1.347080,-71.090363,0.053951,-0.365242,-0.190818
29.380711,-9.068455,-1.349049,-71.163200,0.055102,-0.365080,-0.190716
29.394711,-9.081564,-1.350880,-71.231209,0.055322,-0.365777,-0.190627
29.409710,-9.095621,-1.352831,-71.304108,0.055558,-0.366524,-0.190531
29.424709,-9.109696,-1.354772,-71.377045,0.055794,-0.367271,-0.190436
29.439709,-9.123792,-1.356701,-71.450005,0.056032,-0.367106,-0.190339
29.453709,-9.136963,-1.358491,-71.518120,0.056264,-0.366100,-0.191100
29.468708,-9.151090,-1.360402,-71.591125,0.056511,-0.365022,-0.191914
29.483707,-9.165231,-1.362304,-71.664169,0.056750,-0.364857,-0.191818
